p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,2.143377290531377,0.142,0.02,0,2,CCR10
0,2.1429508843220564,0.171,0.032,0,2,CCDC144B
0,2.1428596457230986,0.174,0.029,0,2,TMEM198B
0,2.1398215203755195,0.31,0.058,0,2,AC138649.1
0,2.1364403509908474,0.143,0.019,0,2,NTNG2
0,2.124144425766602,0.701,0.137,0,2,CD9
0,2.1183692281014075,0.842,0.22,0,2,SCG5
0,2.1079930645550276,0.138,0.024,0,2,TMEM240
0,2.0892365986686112,0.141,0.021,0,2,CFAP65
0,2.081061194240479,0.556,0.115,0,2,ATP6V1G2
0,2.066214298641653,0.165,0.023,0,2,C1QTNF2
0,2.0656373224620856,0.691,0.166,0,2,GABARAP
0,2.0650936484460973,0.206,0.034,0,2,FNDC5
0,2.0642913613719864,0.386,0.055,0,2,DNER
0,2.0467429776737713,0.315,0.052,0,2,FNDC4
0,2.0449537866779823,0.228,0.041,0,2,ARHGAP36
0,2.0420990109485473,0.678,0.152,0,2,DUSP26
0,2.0312914269202054,0.254,0.049,0,2,RP9P
