IMR5	SHEP	SKNAS	SY5Y
ENSG00000233411.1	2	6	6	7
ENSG00000273160.1	2	6	1	4
ENSG00000227776.1	0	0	2	0
ENSG00000143162.7	762	1045	1422	702
ENSG00000231029.2	8	2	1	0
ENSG00000241666.2	13	7	10	7
ENSG00000198771.9	434	167	374	532
ENSG00000197965.10	2758	2353	3213	2320
ENSG00000143199.16	28	15	13	19
ENSG00000250762.1	4	8	7	0
ENSG00000232194.1	0	7	4	0
ENSG00000143158.9	644	504	824	598
ENSG00000143164.14	1564	1276	2089	2097
ENSG00000221545.1	0	0	0	0
ENSG00000224837.1	2	2	15	0
ENSG00000143147.13	1856	1094	1792	1276
ENSG00000143155.11	1838	1356	1825	1486
ENSG00000237049.1	0	1	0	2
ENSG00000237131.1	0	1	0	0
ENSG00000213064.8	2439	1559	3163	1729
ENSG00000214262.4	0	0	0	0
ENSG00000206880.1	0	0	0	0
ENSG00000143178.11	232	94	142	166
ENSG00000227722.1	0	0	0	0
ENSG00000207974.1	0	0	0	0
ENSG00000228697.1	0	0	0	2
ENSG00000215833.3	0	0	0	0
ENSG00000237658.1	0	0	0	1
ENSG00000143185.3	0	0	2	2
ENSG00000227777.1	0	4	0	0
ENSG00000143184.4	0	0	0	2
ENSG00000229757.2	0	0	0	0
ENSG00000143196.4	63	244	103	136
ENSG00000221578.1	0	0	0	0
ENSG00000235736.1	0	0	0	0
ENSG00000225826.1	12	20	39	0
ENSG00000229612.1	0	0	0	1
ENSG00000203601.3	3	0	0	0
ENSG00000213063.3	0	4	0	1
ENSG00000252987.1	0	0	0	0
ENSG00000237707.1	4	0	2	0
ENSG00000143153.11	1909	1300	1776	1809
ENSG00000143156.12	903	712	827	635
ENSG00000235575.1	4	3	0	8
ENSG00000117475.12	773	929	1321	682
ENSG00000117477.11	710	380	529	594
ENSG00000117479.11	676	329	569	863
ENSG00000234604.2	8	3	0	6
ENSG00000213062.4	14	8	21	18
ENSG00000198734.9	19	6	20	19
ENSG00000174175.15	2	2	0	13
ENSG00000000460.15	656	496	774	555
ENSG00000188404.7	220	43	174	349
ENSG00000007908.14	0	2	2	2
ENSG00000230704.1	0	0	0	2
ENSG00000171806.10	196	272	369	199
ENSG00000000457.12	490	363	663	538
ENSG00000239494.2	7	4	3	3
ENSG00000075945.11	1096	867	983	862
ENSG00000243051.3	12	1	7	18
ENSG00000235378.2	0	0	0	0
ENSG00000232959.1	0	0	0	0
ENSG00000224896.2	2	0	4	0
ENSG00000203740.3	2	3	0	0
ENSG00000263390.1	0	0	0	0
ENSG00000233985.1	0	0	0	0
ENSG00000238051.1	0	0	0	0
ENSG00000224286.4	2	0	0	3
ENSG00000226967.1	2	0	0	7
ENSG00000263384.1	0	0	0	0
ENSG00000231407.4	18	9	5	22
ENSG00000120370.11	323	352	669	277
ENSG00000225545.1	0	0	0	0
ENSG00000235303.1	0	0	0	0
ENSG00000116132.10	730	1095	3942	754
ENSG00000271811.1	127	91	444	126
ENSG00000117501.13	2	1	0	2
ENSG00000281281.1	0	0	0	0
ENSG00000226552.2	2	2	0	0
ENSG00000007933.11	6	41	7	8
ENSG00000221390.1	0	0	0	0
ENSG00000117507.4	2	0	0	0
ENSG00000094963.12	13	19	16	102
ENSG00000225243.4	0	0	0	1
ENSG00000231424.2	0	0	0	3
ENSG00000010932.14	12	6	4	15
ENSG00000206692.1	0	0	0	0
ENSG00000230547.1	0	1	0	0
ENSG00000076258.8	7	36	38	27
ENSG00000225704.2	0	0	0	0
ENSG00000268062.1	0	0	0	0
ENSG00000239428.2	0	0	0	0
ENSG00000202082.1	0	0	0	0
ENSG00000234333.2	0	0	0	0
ENSG00000117523.14	8289	5557	8078	7432
ENSG00000239373.3	37	14	10	24
ENSG00000201126.1	1	1	1	0
ENSG00000276381.1	4	2	1	1
ENSG00000034971.13	43	32	20	91
ENSG00000233328.3	34	19	66	27
ENSG00000230364.1	20	5	44	13
ENSG00000117533.13	351	404	597	366
ENSG00000232261.1	0	0	0	0
ENSG00000271459.1	0	0	0	0
ENSG00000236741.4	0	0	0	0
ENSG00000253060.1	0	0	0	0
ENSG00000010165.18	2541	1890	2621	2259
ENSG00000213060.4	6	0	11	6
ENSG00000224600.5	0	0	0	0
ENSG00000197959.12	370	127	190	319
ENSG00000233540.1	6	0	1	3
ENSG00000230630.2	98	158	736	57
ENSG00000207949.1	0	0	0	0
ENSG00000208024.1	5	4	12	3
ENSG00000206684.1	0	0	0	1
ENSG00000135845.8	937	723	994	758
ENSG00000180999.9	63	46	73	11
ENSG00000094975.12	1243	1025	1945	1160
ENSG00000251943.1	0	0	0	0
ENSG00000117560.7	0	0	0	6
ENSG00000229785.1	2	0	0	0
ENSG00000279061.1	0	0	0	0
ENSG00000224228.2	2	7	1	2
ENSG00000227177.1	0	1	0	0
ENSG00000224000.1	2	1	5	3
ENSG00000120337.8	0	59	2	2
ENSG00000230849.2	10	12	8	2
ENSG00000226375.1	3	1	8	2
ENSG00000117586.9	173	124	214	28
ENSG00000232751.1	1	0	0	2
ENSG00000231615.2	12	7	4	10
ENSG00000203739.3	215	78	134	141
ENSG00000117592.8	2516	2152	2521	2330
ENSG00000162753.11	3	5	8	2
ENSG00000238272.1	0	2	0	0
ENSG00000183831.6	44	38	161	31
ENSG00000232113.1	0	0	0	0
ENSG00000076321.9	713	527	1054	636
ENSG00000225591.2	7	2	8	5
ENSG00000200674.1	5	6	6	7
ENSG00000120334.14	771	479	900	679
ENSG00000252357.1	1	0	0	1
ENSG00000117593.9	1379	1391	1717	1487
ENSG00000270084.1	60	13	49	51
ENSG00000234741.6	2432	1718	2539	1998
ENSG00000185278.13	844	470	1049	696
ENSG00000117601.12	3	7	6	6
ENSG00000252231.1	1	0	0	1
ENSG00000135870.10	1540	1201	1762	1348
ENSG00000200755.1	2	1	3	5
ENSG00000236535.1	29	9	19	19
ENSG00000224977.1	4	0	0	0
ENSG00000225713.5	0	0	0	0
ENSG00000238365.2	0	0	0	0
ENSG00000227373.4	11	2	6	4
ENSG00000152061.20	647	629	1045	570
ENSG00000266125.1	1	0	0	0
ENSG00000237317.2	0	3	1	0
ENSG00000203737.3	27	5	11	4
ENSG00000223828.1	5	4	7	6
ENSG00000231378.1	4	0	1	0
ENSG00000237249.1	4	0	2	4
ENSG00000223525.1	13	4	10	7
ENSG00000235869.1	6	0	0	0
ENSG00000229531.4	3	0	3	5
ENSG00000252552.1	0	1	0	0
ENSG00000116161.16	2317	1726	2023	2107
ENSG00000120333.4	930	539	720	783
ENSG00000206659.1	28	3	4	19
ENSG00000181101.7	4	0	2	2
ENSG00000120332.14	21	24	6	0
ENSG00000235750.8	144	25	179	523
ENSG00000230687.1	0	0	0	0
ENSG00000233946.2	0	0	0	0
ENSG00000260990.1	0	0	0	0
ENSG00000116147.15	33	2	5	22
ENSG00000235628.1	0	0	0	0
ENSG00000224718.1	0	2	4	0
ENSG00000227740.1	36	22	9	23
ENSG00000230777.1	22	5	5	5
ENSG00000143207.18	1317	1076	1580	1137
ENSG00000281096.1	0	0	0	0
ENSG00000252906.1	1	1	0	0
ENSG00000228686.2	10	7	6	6
ENSG00000236021.1	11	3	4	2
ENSG00000273629.1	0	0	2	0
ENSG00000232463.1	2	0	0	2
ENSG00000253025.1	0	0	0	0
ENSG00000227815.2	0	4	4	2
ENSG00000231020.1	0	0	2	0
ENSG00000225904.1	1	0	2	0
ENSG00000116183.9	108	508	57	22
ENSG00000237514.3	0	0	1	0
ENSG00000152092.14	212	19	6	149
ENSG00000202609.3	0	0	0	0
ENSG00000280731.1	0	0	0	0
ENSG00000198797.6	68	13	7	206
ENSG00000222749.1	0	0	0	0
ENSG00000224968.1	2	0	1	0
ENSG00000227579.4	0	0	11	4
ENSG00000266393.1	0	0	0	0
ENSG00000236720.1	0	2	2	2
ENSG00000120341.17	8	13	12	13
ENSG00000254154.7	14	5	23	28
ENSG00000242193.8	114	68	131	98
ENSG00000276563.1	1	0	3	1
ENSG00000224687.1	25	35	64	9
ENSG00000075391.15	1093	798	2125	509
ENSG00000270575.1	6	3	7	2
ENSG00000213058.3	92	9	84	71
ENSG00000279210.1	0	0	0	0
ENSG00000264809.2	1	0	0	0
ENSG00000188585.6	0	0	0	0
ENSG00000240021.8	3	0	2	2
ENSG00000213057.5	28	24	63	14
ENSG00000201347.1	0	1	3	0
ENSG00000273384.1	2	2	2	0
ENSG00000266417.1	0	0	0	0
ENSG00000273062.1	9	7	11	6
ENSG00000116191.16	343	577	470	251
ENSG00000228196.1	14	6	15	6
ENSG00000201791.1	0	1	0	0
ENSG00000116194.11	84	48	96	73
ENSG00000116199.10	1634	2180	2996	1239
ENSG00000232750.2	1	1	5	3
ENSG00000186283.12	1277	1693	1614	944
ENSG00000143322.18	3492	2956	4794	1773
ENSG00000234041.1	6	11	12	3
ENSG00000231905.2	13	5	14	11
ENSG00000212338.1	0	1	2	3
ENSG00000201619.1	3	1	3	3
ENSG00000231564.1	4	5	8	3
ENSG00000225711.1	26	7	19	21
ENSG00000223794.1	0	0	0	0
ENSG00000228191.1	0	0	0	0
ENSG00000057252.11	1220	1600	2042	811
ENSG00000162779.19	9	160	19	7
ENSG00000224620.2	0	0	0	0
ENSG00000236539.3	8	38	5	4
ENSG00000261250.1	0	5	0	0
ENSG00000116218.11	0	0	2	0
ENSG00000251875.1	0	0	0	0
ENSG00000227141.2	2	14	2	0
ENSG00000261060.1	0	8	0	0
ENSG00000162782.14	0	64	0	2
ENSG00000221547.1	0	0	0	0
ENSG00000243062.4	0	0	0	0
ENSG00000143340.6	416	0	14	360
ENSG00000229407.4	126	0	9	95
ENSG00000231966.1	5	3	5	1
ENSG00000169905.11	3804	3528	5431	2520
ENSG00000272906.1	22	2	14	13
ENSG00000143337.17	1619	1377	2016	1107
ENSG00000264916.2	0	4	0	8
ENSG00000261831.2	0	0	0	0
ENSG00000260360.1	32	2	12	10
ENSG00000135837.14	3023	1552	2726	2385
ENSG00000235145.2	48	25	46	45
ENSG00000223450.1	11	9	18	12
ENSG00000261817.1	1	0	0	0
ENSG00000264286.2	0	0	0	0
ENSG00000116260.15	2432	4438	5897	2040
ENSG00000121454.5	123	65	162	84
ENSG00000230124.5	1792	1216	1703	1273
ENSG00000281572.1	8	0	2	1
ENSG00000235060.1	22	2	11	14
ENSG00000265435.1	3	0	0	0
ENSG00000206905.1	0	0	0	0
ENSG00000266683.1	0	0	0	0
ENSG00000236719.2	2	19	0	0
ENSG00000143324.12	1486	1103	2259	977
ENSG00000266825.1	8	1	5	2
ENSG00000225857.4	2	13	10	1
ENSG00000135835.9	297	153	309	198
ENSG00000243155.1	186	49	89	134
ENSG00000232586.1	10	5	6	7
ENSG00000251520.1	15	13	10	20
ENSG00000270711.1	4	2	12	19
ENSG00000135823.12	1075	834	1354	862
ENSG00000153029.13	178	554	730	89
ENSG00000162783.10	1083	1256	1572	561
ENSG00000237292.1	4	2	1	1
ENSG00000225359.1	0	0	4	0
ENSG00000179452.2	0	0	0	0
ENSG00000198216.9	22	7	18	27
ENSG00000273573.1	0	0	0	0
ENSG00000252977.1	0	0	0	0
ENSG00000272880.1	0	0	0	0
ENSG00000222397.1	0	0	0	0
ENSG00000179930.5	4	2	2	3
ENSG00000224810.1	1	0	0	0
ENSG00000225982.1	0	0	0	2
ENSG00000232309.1	0	0	1	0
ENSG00000228918.3	0	0	0	0
ENSG00000232096.1	0	0	0	0
ENSG00000206764.1	0	0	0	0
ENSG00000228664.1	0	0	0	0
ENSG00000231684.3	16	10	46	21
ENSG00000135821.15	2584	1742	2953	2266
ENSG00000203730.2	2	5	4	4
ENSG00000203729.7	0	0	0	0
ENSG00000270443.1	0	2	0	0
ENSG00000233537.1	0	0	0	0
ENSG00000121446.16	2	0	0	0
ENSG00000135828.10	108	329	176	118
ENSG00000276839.1	0	2	0	0
ENSG00000143333.6	320	172	800	55
ENSG00000261504.1	4	9	14	4
ENSG00000135824.11	8	0	2	2
ENSG00000227181.1	0	0	0	0
ENSG00000271269.1	0	0	0	0
ENSG00000135838.12	90	200	341	75
ENSG00000135829.15	4127	3591	4549	3599
ENSG00000157060.13	0	2	0	4
ENSG00000224040.1	0	0	0	0
ENSG00000199837.1	0	0	0	0
ENSG00000281615.1	0	0	0	0
ENSG00000226570.2	0	0	0	0
ENSG00000176855.11	0	0	0	0
ENSG00000264768.1	0	0	0	0
ENSG00000207472.1	0	0	0	0
ENSG00000135862.5	6269	5864	8634	2824
ENSG00000224468.3	23	18	30	13
ENSG00000058085.13	53	278	100	17
ENSG00000157064.9	156	94	275	69
ENSG00000233562.1	0	0	0	0
ENSG00000232860.6	31	23	39	21
ENSG00000116698.19	2530	2088	3490	2094
ENSG00000265042.1	2	0	0	2
ENSG00000116701.13	179	69	132	245
ENSG00000162704.14	1605	1980	2646	1279
ENSG00000143344.14	604	494	2526	445
ENSG00000173627.7	18	6	5	11
ENSG00000270994.1	2	2	6	1
ENSG00000227554.1	2	0	0	0
ENSG00000273774.1	0	0	2	1
ENSG00000198756.9	233	250	317	208
ENSG00000198860.10	1000	881	1418	821
ENSG00000199840.1	0	0	0	0
ENSG00000207080.2	0	0	0	0
ENSG00000231791.1	0	0	0	0
ENSG00000244568.3	0	0	0	0
ENSG00000271387.1	23	12	29	14
ENSG00000116667.11	1187	731	1450	1323
ENSG00000230470.1	15	5	6	15
ENSG00000232036.2	25	14	34	44
ENSG00000116406.17	1251	1262	2585	825
ENSG00000135842.15	514	2146	2446	844
ENSG00000252222.1	0	0	0	0
ENSG00000260976.1	0	0	0	0
ENSG00000201312.1	0	0	0	0
ENSG00000121481.9	1050	559	1214	789
ENSG00000232792.2	6	2	2	6
ENSG00000121486.10	858	813	1409	713
ENSG00000116668.11	250	139	272	149
ENSG00000231084.2	10	18	35	10
ENSG00000213051.3	8	2	4	0
ENSG00000201421.1	0	0	1	0
ENSG00000206640.1	1	0	0	0
ENSG00000233583.1	4	2	5	0
ENSG00000252612.1	0	0	0	0
ENSG00000238061.2	11	0	5	9
ENSG00000279838.1	400	44	88	324
ENSG00000116679.14	3342	1870	3468	2811
ENSG00000273004.1	15	16	16	6
ENSG00000261024.5	16	1	5	4
ENSG00000252407.1	0	0	0	0
ENSG00000270920.1	0	0	0	0
ENSG00000279401.1	0	0	0	0
ENSG00000228309.5	0	0	0	0
ENSG00000207108.1	0	0	0	0
ENSG00000201596.1	0	0	0	0
ENSG00000261729.1	2	0	2	0
ENSG00000143341.10	228	338	130	316
ENSG00000224691.1	12	0	0	2
ENSG00000116690.10	89	40	26	71
ENSG00000047410.12	4494	2743	4465	3746
ENSG00000202025.1	0	0	0	0
ENSG00000157181.13	1069	830	1437	859
ENSG00000279374.1	4	0	1	1
ENSG00000262180.1	19	10	19	10
ENSG00000229739.2	0	1	5	10
ENSG00000116703.13	10	0	5	6
ENSG00000273198.1	2	0	2	2
ENSG00000228238.1	0	2	4	2
ENSG00000233196.2	1	1	0	8
ENSG00000275000.1	0	0	0	0
ENSG00000073756.10	22	725	313	14
ENSG00000273129.1	2	0	8	0
ENSG00000116711.9	27	331	157	23
ENSG00000236030.1	0	9	4	2
ENSG00000231599.1	0	8	5	0
ENSG00000272827.1	0	3	2	0
ENSG00000271558.1	0	0	0	0
ENSG00000228012.1	0	0	0	0
ENSG00000225462.1	2	0	2	0
ENSG00000274702.1	0	0	0	0
ENSG00000230426.2	0	0	0	2
ENSG00000236401.1	0	0	0	0
ENSG00000223847.1	0	0	0	0
ENSG00000150732.8	0	0	0	0
ENSG00000222240.1	0	0	0	0
ENSG00000261182.1	0	0	0	2
ENSG00000224278.1	0	0	0	0
ENSG00000225006.1	0	0	0	0
ENSG00000235083.1	1	0	0	0
ENSG00000231022.1	0	0	0	0
ENSG00000237283.1	2	2	2	0
ENSG00000238054.1	2	1	0	0
ENSG00000226486.1	0	0	0	0
ENSG00000271036.1	0	0	0	0
ENSG00000226196.1	0	0	0	0
ENSG00000252553.1	0	0	0	0
ENSG00000232212.1	0	0	0	0
ENSG00000238270.1	0	0	0	0
ENSG00000230987.2	0	2	2	4
ENSG00000162670.9	82	3	1619	65
ENSG00000225811.1	3	0	0	3
ENSG00000237457.5	8	2	68	7
ENSG00000241505.1	0	0	0	0
ENSG00000231175.1	0	0	0	0
ENSG00000236025.1	0	0	0	0
ENSG00000238108.1	0	0	0	0
ENSG00000228020.2	0	0	0	0
ENSG00000261642.1	0	0	0	0
ENSG00000271187.1	0	0	0	0
ENSG00000233882.2	0	0	0	0
ENSG00000223344.1	0	0	0	0
ENSG00000228215.2	0	0	0	0
ENSG00000150681.8	6	5	4	18
ENSG00000226723.2	6	4	23	8
ENSG00000236792.1	4	0	6	4
ENSG00000253148.1	0	0	0	0
ENSG00000232498.1	0	4	5	0
ENSG00000236069.1	0	3	4	2
ENSG00000090104.10	2	47	23	6
ENSG00000127074.13	8	6	619	3
ENSG00000231767.3	64	41	75	31
ENSG00000228687.1	0	0	0	0
ENSG00000226814.2	0	0	0	0
ENSG00000116741.7	900	207	1250	539
ENSG00000223075.1	2	0	0	0
ENSG00000234871.1	2	0	8	2
ENSG00000234473.1	31	16	32	16
ENSG00000116750.12	2362	1366	2276	2002
ENSG00000238754.1	0	0	0	3
ENSG00000116747.11	1963	1109	1848	1590
ENSG00000272579.1	374	203	281	325
ENSG00000023572.7	484	519	531	398
ENSG00000134371.9	1347	955	1964	1138
ENSG00000221680.1	0	0	0	0
ENSG00000162630.5	217	44	205	97
ENSG00000276735.1	7	9	5	6
ENSG00000232077.1	7	4	8	5
ENSG00000226640.2	0	0	2	0
ENSG00000237011.1	0	0	2	0
ENSG00000237213.2	0	0	0	0
ENSG00000275233.1	0	0	0	0
ENSG00000227240.1	0	2	0	0
ENSG00000233057.1	8	8	14	5
ENSG00000231714.1	0	0	0	0
ENSG00000251813.1	0	0	0	0
ENSG00000228167.1	0	0	0	0
ENSG00000265108.1	0	0	0	0
ENSG00000227421.1	0	0	4	0
ENSG00000162687.15	186	35	87	137
ENSG00000265986.1	0	0	0	0
ENSG00000000971.14	874	788	1352	241
ENSG00000116785.12	2	0	0	6
ENSG00000276911.1	0	0	0	0
ENSG00000244414.5	11	15	4	4
ENSG00000134365.11	0	0	0	0
ENSG00000080910.10	0	0	0	0
ENSG00000273844.1	0	0	0	0
ENSG00000134389.9	2	0	0	0
ENSG00000143278.3	0	2	2	2
ENSG00000066279.15	2421	1858	3141	2317
ENSG00000235748.1	20	12	8	10
ENSG00000177888.7	491	505	980	673
ENSG00000237861.1	2	4	6	5
ENSG00000134376.13	57	27	13	89
ENSG00000221879.3	0	0	0	0
ENSG00000230260.1	0	0	0	1
ENSG00000213047.10	299	245	157	492
ENSG00000207139.1	1	0	0	0
ENSG00000213046.4	4	0	4	11
ENSG00000235582.2	6	2	4	0
ENSG00000233040.2	2	4	0	2
ENSG00000224901.1	0	0	0	3
ENSG00000203724.9	131	95	56	111
ENSG00000143355.14	360	12	4	369
ENSG00000151414.13	955	996	1600	1030
ENSG00000232824.1	9	9	8	4
ENSG00000252731.2	0	0	0	0
ENSG00000151418.10	0	0	8	0
ENSG00000223881.1	0	0	0	0
ENSG00000081237.17	118	36	2698	308
ENSG00000261573.1	0	0	2	0
ENSG00000236278.2	0	0	0	0
ENSG00000229989.3	99	40	69	60
ENSG00000207975.1	4	3	5	0
ENSG00000207759.1	0	0	2	1
ENSG00000227747.2	0	0	0	0
ENSG00000225172.4	0	0	0	0
ENSG00000233410.1	0	0	0	0
ENSG00000235492.1	0	0	0	0
ENSG00000231718.1	2	0	0	0
ENSG00000228190.2	0	0	2	0
ENSG00000236468.1	4	2	7	2
ENSG00000263805.1	0	0	0	0
ENSG00000231984.1	0	0	0	0
ENSG00000228530.1	0	0	0	0
ENSG00000200139.1	0	0	0	0
ENSG00000229747.1	0	0	0	0
ENSG00000202491.1	0	0	0	0
ENSG00000202329.1	0	0	0	0
ENSG00000116833.12	16	23	10	22
ENSG00000252860.1	0	1	0	0
ENSG00000221403.1	0	0	0	0
ENSG00000229220.1	0	2	0	2
ENSG00000281125.1	0	0	0	0
ENSG00000233827.2	0	0	2	0
ENSG00000273093.1	0	0	0	0
ENSG00000213045.3	0	0	0	2
ENSG00000203721.4	1	4	3	1
ENSG00000162702.7	1683	944	1442	1385
ENSG00000230623.2	1	0	1	1
ENSG00000118193.10	1152	983	1562	920
ENSG00000118197.12	564	478	710	437
ENSG00000260088.1	2	4	1	3
ENSG00000118200.13	1778	1644	2705	1491
ENSG00000231333.2	15	0	9	6
ENSG00000170128.3	2	0	0	0
ENSG00000163362.9	155	490	24	165
ENSG00000233217.1	2	2	2	2
ENSG00000201032.1	0	0	0	2
ENSG00000116852.13	633	141	87	547
ENSG00000229191.1	46	2	2	30
ENSG00000234132.2	14	11	9	18
ENSG00000081248.9	1438	1506	1742	3100
ENSG00000232237.3	12	8	3	10
ENSG00000116857.15	1794	1535	1735	1443
ENSG00000163395.15	363	3233	824	260
ENSG00000229821.1	3	21	7	1
ENSG00000081277.10	239	132	582	203
ENSG00000118194.17	1603	1210	2044	443
ENSG00000159166.12	150	44	46	284
ENSG00000159173.17	2555	2328	2572	3583
ENSG00000227048.2	1	1	0	0
ENSG00000174307.6	1323	1351	878	719
ENSG00000224818.1	0	0	0	0
ENSG00000159176.12	1249	2289	1577	995
ENSG00000224536.1	1	5	2	2
ENSG00000223396.2	14	7	16	17
ENSG00000242150.2	0	0	0	0
ENSG00000134369.14	5961	4159	6362	2723
ENSG00000236390.1	23	10	45	8
ENSG00000231871.4	41	13	16	11
ENSG00000264802.1	3	2	4	0
ENSG00000235121.1	58	27	48	26
ENSG00000200942.1	9	7	14	6
ENSG00000221028.1	0	0	0	0
ENSG00000198700.8	5999	3592	5363	4741
ENSG00000277681.1	22	6	13	9
ENSG00000198892.6	441	758	934	518
ENSG00000223774.4	7	5	3	7
ENSG00000163431.12	123	84	142	244
ENSG00000278750.1	0	0	0	0
ENSG00000134375.9	1647	1477	1665	1387
ENSG00000206637.1	0	0	0	0
ENSG00000238003.1	2	1	0	0
ENSG00000176393.9	1632	1837	2160	1376
ENSG00000273478.1	20	24	48	15
ENSG00000234678.1	38	28	26	36
ENSG00000275207.1	1	0	2	0
ENSG00000163435.14	60	20	43	474
ENSG00000249007.1	2	0	0	0
ENSG00000232296.1	0	0	0	0
ENSG00000235811.1	0	0	0	0
ENSG00000212512.2	0	0	0	0
ENSG00000227109.1	0	0	0	0
ENSG00000170075.8	346	98	52	51
ENSG00000143862.6	799	857	1118	609
ENSG00000143851.14	34	12	17	55
ENSG00000243323.4	15	2	5	12
ENSG00000133067.16	23	21	23	2
ENSG00000077152.8	1156	863	951	966
ENSG00000077157.19	1814	1131	1898	2358
ENSG00000229120.2	14	2	3	10
ENSG00000272262.1	0	0	0	2
ENSG00000232626.3	47	33	34	54
ENSG00000236439.4	37	8	18	21
ENSG00000253042.1	4	4	2	3
ENSG00000143858.10	269	55	84	126
ENSG00000226862.1	15	8	10	26
ENSG00000225620.1	1	0	0	0
ENSG00000117139.15	2841	1945	2770	2421
ENSG00000235449.2	17	4	8	9
ENSG00000226148.1	61	13	36	16
ENSG00000260021.1	0	0	0	0
ENSG00000228288.5	116	84	49	100
ENSG00000184774.8	4	0	0	28
ENSG00000214796.7	743	72	102	707
ENSG00000234996.3	30	9	2	26
ENSG00000243113.1	0	0	0	0
ENSG00000183155.4	616	601	760	556
ENSG00000117153.14	1393	1085	1662	1046
ENSG00000230280.2	34	5	49	6
ENSG00000199471.1	2	3	4	1
ENSG00000159346.11	1676	1843	2460	1490
ENSG00000159348.11	1733	1324	1694	1520
ENSG00000234761.1	0	0	4	0
ENSG00000231547.1	0	0	0	0
ENSG00000163444.10	1757	1036	1631	1514
ENSG00000143847.14	2666	906	2418	1172
ENSG00000122180.4	1162	903	1226	601
ENSG00000163485.14	577	348	713	180
ENSG00000234775.1	2	0	0	0
ENSG00000224671.2	18	7	16	0
ENSG00000133055.7	1941	1540	1997	604
ENSG00000133048.11	262	93	235	155
ENSG00000133063.14	50	7	49	8
ENSG00000236523.2	2	2	2	2
ENSG00000231507.1	7	2	1	2
ENSG00000233791.4	19	0	10	84
ENSG00000159388.5	1385	434	883	1206
ENSG00000202300.1	0	0	1	0
ENSG00000122176.10	107	40	93	469
ENSG00000229652.1	0	0	0	0
ENSG00000271588.1	0	0	0	1
ENSG00000188783.5	53	24	83	72
ENSG00000188770.8	0	1	11	0
ENSG00000058668.13	2363	1683	4493	1751
ENSG00000236035.2	14	4	19	6
ENSG00000221643.1	9	1	26	22
ENSG00000122188.11	2	3	6	7
ENSG00000058673.14	2605	1963	3667	2689
ENSG00000257315.1	492	174	435	450
ENSG00000227417.3	27	15	26	24
ENSG00000223505.2	6	2	3	6
ENSG00000182004.11	1005	751	900	904
ENSG00000236430.1	16	6	16	6
ENSG00000232917.5	2	2	4	0
ENSG00000237379.1	0	3	0	0
ENSG00000176754.11	4	3	15	4
ENSG00000143842.13	545	754	948	990
ENSG00000143845.13	445	85	363	731
ENSG00000261065.1	0	0	0	0
ENSG00000230550.1	3	0	2	1
ENSG00000143839.13	2	6	2	7
ENSG00000225522.2	2	0	0	0
ENSG00000170498.8	16	0	6	0
ENSG00000174567.7	21	10	12	46
ENSG00000143850.11	3398	819	3465	1939
ENSG00000231691.1	28	6	34	24
ENSG00000219133.2	76	3	4	57
ENSG00000280924.1	0	0	0	9
ENSG00000226330.1	14	2	5	13
ENSG00000237848.1	6	0	2	0
ENSG00000158615.8	2272	1625	2467	1739
ENSG00000133056.12	1374	507	937	1437
ENSG00000198625.11	4052	1792	2981	3148
ENSG00000236779.1	22	17	11	7
ENSG00000200408.1	0	0	0	2
ENSG00000240710.1	7	6	13	11
ENSG00000170382.10	532	21	1002	345
ENSG00000240219.1	48	10	14	29
ENSG00000228153.1	9	0	3	2
ENSG00000252650.1	0	0	0	0
ENSG00000251861.1	0	0	0	0
ENSG00000163531.14	1353	137	981	847
ENSG00000229657.2	11	0	17	2
ENSG00000184144.8	258	11	15	99
ENSG00000251696.1	0	0	0	0
ENSG00000174529.7	474	200	274	370
ENSG00000117222.12	1129	856	1566	893
ENSG00000271580.1	16	3	8	13
ENSG00000236108.1	3	0	3	0
ENSG00000133059.15	1786	1316	1810	1367
ENSG00000213041.4	12	4	6	4
ENSG00000133069.13	287	436	412	265
ENSG00000225063.1	2	4	4	4
ENSG00000163545.7	90	577	207	114
ENSG00000162873.13	425	397	82	313
ENSG00000235363.1	89	67	62	69
ENSG00000226235.1	6	2	0	2
ENSG00000186007.8	6	2	6	8
ENSG00000281406.1	11	17	7	11
ENSG00000199059.2	1	3	0	0
ENSG00000224717.1	2	0	0	2
ENSG00000117266.14	812	700	1457	327
ENSG00000253097.1	0	0	0	0
ENSG00000174514.11	40	21	60	37
ENSG00000206762.1	9	7	10	4
ENSG00000158711.12	1131	1110	2193	1015
ENSG00000236942.1	14	12	7	9
ENSG00000158715.5	210	859	715	198
ENSG00000275213.1	0	0	0	0
ENSG00000069275.12	5198	4362	6057	5073
ENSG00000201944.1	1	3	2	5
ENSG00000117280.11	994	832	1267	969
ENSG00000133065.9	1553	1444	2389	1201
ENSG00000162877.11	32	11	78	28
ENSG00000174502.17	4	11	68	17
ENSG00000227687.1	0	0	0	1
ENSG00000276600.3	116	113	131	48
ENSG00000196188.9	0	6	4	0
ENSG00000280687.1	0	0	0	0
ENSG00000263961.5	8	0	0	19
ENSG00000252692.1	0	0	0	0
ENSG00000198049.6	0	0	0	2
ENSG00000226780.1	0	0	0	0
ENSG00000225483.1	2	0	0	0
ENSG00000236889.1	0	0	0	0
ENSG00000196550.9	70	202	260	72
ENSG00000266028.6	1675	2212	2767	1276
ENSG00000229509.1	1	0	0	1
ENSG00000233501.1	5	3	3	1
ENSG00000263528.6	136	1293	695	60
