T.cells	NK.cells	B.cells	Plasma.cells	Myeloid.cells	Endothelial.cells	Fibroblasts	Schwann.Cell.Precursors	Cluster.1	Cluster.13	Cluster.14	Cluster.15	Cluster.16	Cluster.17	Cluster.18	Cluster.2	Cluster.21	Cluster.3	Cluster.4	Cluster.6	Cluster.8	Cluster.9
SJNBL032082_D2	-1.23130509556532e-19	7.5746144649133e-20	1.18397990980859e-19	-1.96440305962936e-20	0.00225189292979291	0.147710665632864	0.0983796677565277	0.0629087711793667	-1.72777137672367e-18	0.0704975236337325	0.00068954390259772	0.000325242670300249	0.224083671662979	0.0772021285981096	0.315845898367242	1.84030096178344e-05	8.65906568696983e-05	-4.03218288785707e-18	7.31030821733264e-18	-4.57865705028095e-18	2.22460643258378e-17	5.68582093660835e-19
SJNBL032130_D1	-2.42475809872299e-19	9.37117433912132e-21	6.62833146682584e-20	-2.75961955918531e-21	-1.12053458165131e-19	0.0518515100448817	0.0371344583312244	0.0322341448496543	9.52057146092057e-18	0.161738832599962	0.000369036789434234	0.000159414022676227	0.0905642806709736	0.101967393246734	0.491507575453501	-3.22477291798295e-18	0.017445105037638	0.0150282489533216	-2.17909836362277e-19	3.42995413960545e-18	-1.99485952014573e-18	-3.12126953653082e-20
SJNBL032144_D1	4.96600697034138e-19	-5.63393063157265e-20	-1.89595495935631e-20	4.22156640793904e-24	-3.57741226115911e-19	0.0768677528880877	0.0503379702236264	0.0425823138619395	-3.63848591646924e-18	0.0914938854626337	0.000820064506947606	7.52122874956248e-05	0.291763263090875	0.103209266042527	0.312364690435564	5.97610874112042e-19	0.0215461870357557	0.00893939416454741	2.83854842583444e-18	1.97606842064032e-19	-1.96594389424082e-18	-3.28854238801558e-19
SJNBL032212_D1	0.00459239532480946	1.20902184139036e-19	1.32606777843304e-05	-3.32256073003443e-22	0.0151174056338639	0.146816617654748	0.196642146151857	0.472104611535532	-4.64776064440889e-17	0.000240707667492989	0.000708141911456898	-2.85411769968023e-18	0.132596906817798	-2.29582352840829e-18	0.0311036856167287	-3.54476466134929e-18	6.4121007928576e-05	5.84365445066823e-19	4.16636615627408e-18	1.50211273237579e-19	2.46843615367469e-19	8.30858777295661e-20
SJNBL032228_D1	0.00175565032414776	5.13750402690894e-20	-7.07408428731901e-20	8.80802269150476e-21	0.00645249011093125	0.107141975138361	0.0849677508518867	0.0420921477758662	2.10252076098388e-18	0.0884772005348122	0.000437224248103308	7.76332984559607e-05	0.160030093738761	0.0723901450599929	0.350115378003104	-2.81665607986988e-18	0.0860043919551852	5.79189603918765e-05	2.03151817299082e-18	3.9093252419257e-18	4.42353810375041e-20	-3.81675524689788e-18
SJNBL032265_D1	0.0175872055255445	7.30074368188648e-20	0.000526944130439226	1.16017809118109e-23	0.00367438324776356	0.0796052646540352	0.096113295729693	0.0643110030835916	-2.7045770979948e-19	0.0683360073119078	0.000889156824731765	0.000107223655072718	0.143222474804684	0.0710818796363257	0.398786559336163	1.9254400352501e-18	0.000136318809027751	0.0556222832510212	-4.58540525760252e-19	2.14687070715668e-18	3.51275430248621e-18	2.98168024717927e-19
SJNBL032281_D2	3.42454947871535e-19	4.26329984187943e-20	-3.79835334069579e-23	2.09909150173079e-21	0.00504321485345328	0.0874317823889902	0.049689152300487	0.0563972125197774	-7.4491649561657e-18	0.111871444089485	0.000550266465204958	0.00140656714508298	0.32818863084937	0.132495624540744	0.226767963220996	-3.57893002990155e-18	9.0480613774775e-05	6.76610126344448e-05	3.58684440882338e-18	1.99132251110493e-18	3.19996803727522e-18	-9.55763954849541e-19
SJNBL032332_D1	0.146259239648561	0.00139344157495879	0.290985129630437	0.00202857241607616	0.253409894095446	0.0707502767724215	5.27254288606038e-06	0.00547430955365479	-9.31217081481809e-18	7.86541706275455e-05	7.32168664669763e-05	-8.57252930026165e-19	0.214289102110796	-1.32500590898726e-18	0.000688812849632635	-4.13110022791741e-18	0.0145640777680357	4.01806182420376e-19	7.23735381588287e-18	-1.41587697190091e-18	1.38245824735485e-17	4.56963555291467e-18
SJNBL032345_D1	4.53926054104947e-19	-9.35928130841406e-21	-8.45244480462641e-20	5.78360756467219e-21	0.00126486439039439	0.112047236442047	0.213187581429361	0.0829267131604566	1.92756975679939e-17	0.0449846187952015	0.00101644528358969	9.19138620356239e-05	0.221102246891074	0.0422605309762242	0.229155650310367	-4.637622738593e-19	0.0519621984592491	-7.39621958527994e-19	-3.96442747683264e-19	2.21616093905309e-18	-6.02765497881051e-20	-4.20859976957542e-18
SJNBL032465_D1	0.00703135269207969	1.83675272090411e-19	4.8374906077929e-06	-2.92458345028844e-20	0.00883371299538367	0.0886306747436758	0.124246460206607	0.17027789276651	-2.22122037323445e-18	0.0909497046687224	0.00095114341947718	0.0122885198931406	0.143691676071785	0.0576750947891059	0.295337020227381	1.04140900971791e-18	8.19100355238097e-05	2.38481834034745e-18	-1.67759393778669e-18	1.01407845091169e-19	1.28099671516017e-18	-1.86183682475165e-19
SJNBL032572_D1	0.416286661548754	1.38247807488503e-19	0.103568242306932	1.05601940303479e-06	0.00659993808039441	0.0979680812859427	6.42937715258565e-19	0.018807065848017	1.31630055232322e-17	0.00222858988149811	0.000190328214087464	8.58399224388759e-19	0.229791707497689	0.00303149569659977	0.12144050611026	1.03112133544259e-18	8.63275104218161e-05	-5.06683370989803e-18	8.87618789237014e-18	-2.09724807972665e-18	4.5807645010991e-19	-2.798254143784e-18
SJNBL032572_D2	1.14620662125553e-19	-1.5896398508259e-20	-1.28819416871794e-19	3.25764643154273e-20	2.64289372526102e-19	0.0722616628184049	0.100989286948524	0.0832171795131856	-8.38680680665776e-18	0.105807507754684	0.00200551368664578	2.04725520106983e-05	0.271421665078928	0.115950686521488	0.222351011395042	3.4814449858765e-19	0.000265900511408137	0.0257091132196781	-8.5060749232313e-19	-3.70483018204929e-18	4.34849595923535e-18	-5.33807180805596e-19
SJNBL032687_D1	4.98012336783012e-19	1.45910893279739e-19	-7.83721609976961e-21	6.88017404034068e-20	0.000842896110129528	0.0248521778445075	0.00120292888232816	0.0550987687039309	-5.67341447202073e-18	0.119252487116722	0.000562459024116517	0.00975165646199118	0.151912894733857	0.128799555213623	0.437800369826461	1.39717698010325e-18	0.0118377693167413	0.0580860367655919	2.29853998194736e-19	3.86793343331646e-18	-9.54274912693316e-19	-4.31986332620674e-19
SJNBL032769_D1	0.096539175820129	0.00153041912696487	0.322678264122385	0.000809860696553089	0.00900067251697885	0.141178203901338	-2.84911063419485e-19	0.0562644512557055	5.74798846902318e-18	4.92386169603067e-05	0.000238409221759767	1.02845746120748e-18	0.35836403318865	8.65301831104138e-05	0.0110602582775724	-2.67447633695777e-18	0.002200483071893	-4.02161706963416e-19	7.32146423730784e-19	2.09646761898643e-17	-1.10835504536578e-17	-1.5257912315982e-18
SJNBL101_D	-1.48342112910074e-21	-2.70847038996548e-20	1.9792899375286e-19	6.03988504087751e-21	2.45187716192843e-20	0.033723984586287	0.0105380229145696	0.0714395482481986	0.00125736018526318	0.0600431816196088	0.0545153444077257	0.00391249666723151	0.271460441376393	0.134123492911512	0.240272052540543	2.54159255088149e-18	0.0163631059377972	1.5083941916244e-18	0.00375742416928843	1.66691144587949e-18	8.48945739827995e-19	0.0985935444355818
SJNBL105_D	3.95462112605393e-19	5.43118440518955e-20	8.08441870688743e-20	2.73715374227484e-20	0.00362829073105912	0.0583361037543512	0.0480983501052035	0.0483928169981729	1.66224717960071e-05	0.147983841077578	0.00114733031529509	0.00554171770555735	0.403016389914632	0.0853734949476061	0.192471540085938	-1.20492315075018e-18	0.000279893411483018	3.75914345356719e-19	5.66449498293419e-19	-2.54005148975305e-18	-3.79260640459142e-18	0.00571360848132744
SJNBL107_D	1.22917003584535e-18	-3.18327254050858e-20	2.22578441626023e-19	1.3160966786336e-19	4.36463437952622e-19	0.0250951790018784	0.00783355687513624	0.0578543340354964	-2.88062377249034e-18	0.188730206529462	0.000954913653057082	0.000395860075258762	0.0712327050536327	0.157406180879505	0.457604660514609	-3.29453065438272e-19	0.000207668946940863	0.0324077891498322	1.40655885733847e-18	4.09329804569755e-18	1.40470622235713e-18	0.000276945285191274
SJNBL110_D	0.0817500953543402	4.0095334207756e-19	0.0910991062573359	-2.71203319115687e-21	5.91112972878451e-05	0.119282623630385	0.0252582612957317	0.103244990860977	1.4164679290169e-17	0.000788433664332561	0.0014240660985459	-3.05290747461631e-21	0.099017274746894	0.000185993738605266	0.437266559407805	-3.21678434847124e-19	0.00111649538959314	0.0394829911769301	3.77883133022881e-19	3.16280115434522e-18	1.37271292518182e-18	2.39970812367047e-05
SJNBL117_D	-3.34445962746969e-19	-6.55191837802665e-20	-6.85111500457885e-21	3.51116723444788e-20	5.25058717627158e-20	0.0285563186508586	0.0297895823757332	0.0582201836412861	0.000169186201866603	0.0467157900772752	0.10033817890219	0.0186065985285882	0.20042517030855	0.0940141520626843	0.303206028377933	-2.07521252082297e-18	0.000336247301954023	1.16471470215886e-19	0.0083605680473123	2.70528960210243e-19	-1.84865945590037e-18	0.111261995523768
SJST030049_D1	1.26433022917411e-05	-2.81901924095153e-19	1.05155218904006e-19	-2.69578671076765e-21	0.0144210344601555	0.145406060880172	0.203060307357314	0.13388755969988	-9.04299773534721e-18	0.122439109746354	0.00094415750076041	0.000609892128804847	0.148283634583395	0.027147952149434	0.203660197175782	-1.51423876237939e-18	0.000127451015656669	-3.62816643833588e-18	-3.92297761503824e-19	5.82600698990882e-18	-6.08418350805931e-18	-3.31291200054921e-19
SJST030890_D1	0.00684428295660741	1.31459050436606e-19	0.00622788874014938	5.87968279390141e-21	0.00329195256619964	0.0705748448060833	0.0802521608787804	0.203506069369467	2.88392245205813e-18	0.0637479914329882	0.000979715269620837	0.0335432158463644	0.162865249782443	0.0419368899437339	0.31212633381557	-1.88837552552695e-19	9.06633643875943e-05	0.0140127412276047	2.27063432042561e-18	3.57961049135637e-18	3.31295528055889e-18	2.05527554422819e-19
SJST030890_D2	0.0066004264352341	0.000339711049732981	0.000276713327843438	-1.97054026310636e-21	3.88281192646751e-05	0.255333283452884	0.31411323590261	0.0547312416679197	1.26067406981022e-17	0.0620522765090007	0.000209289745889148	-1.58314563615425e-18	0.299606049804699	0.00551551731223733	0.00114688687472839	-3.86948876893481e-19	3.65397979563661e-05	5.97569551048581e-18	4.87612558392282e-18	2.82630670792172e-18	-7.20647618947431e-20	7.4813062509608e-18
SJST030890_D3	7.64741676202652e-05	0.00136585273730532	0.00366915154876849	-6.2063097041812e-20	2.56733819687053e-05	0.269178722257454	0.215221308464972	0.115126708380364	2.17017253746578e-17	5.85245996681311e-05	0.000175420074576529	1.29206179605993e-18	0.303209302677306	0.061499318021926	0.00270194492309212	-2.63147219296385e-18	0.0276915987649786	-2.98235305416564e-18	3.88228184367603e-18	3.10623483272945e-18	-4.30413993731529e-19	-1.50133836183858e-18
SJST032486_D1	0.022330310186903	1.90475389268777e-19	0.00655531892795905	-8.29314003115314e-21	4.14353983126753e-05	0.0683938335224834	0.0457051337607152	0.0499703195341098	7.63674212808149e-18	0.0902778779434257	0.000683053147715688	0.000519168750107011	0.251887113667227	0.0317436295760185	0.329418855530476	-1.18611379982444e-18	7.69741263756179e-06	0.10246625264191	-3.00553700511946e-18	-3.3825778604745e-20	-1.03452364278631e-18	1.00119952402084e-18
