Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR10215662_1	(0.0, 1.5523111019636203e-05)	(1.0, 1.7314239214209612e-05)	(2.0, 3.3434392965370285e-05)	(3.0, 7.283921324598527e-05)	(4.0, 0.0001438872982973971)	(5.0, 0.0002423993489989346)	(6.0, 0.00033732914331132525)	(7.0, 0.0004627081169314638)	(8.0, 0.0006370445945366089)	(9.0, 0.0009009374818704243)	(10.0, 0.00129976202652877)	(11.0, 0.001813815818371338)	(12.0, 0.002597135882131442)	(13.0, 0.003708232405498479)	(14.0, 0.005357264429969064)	(15.0, 0.008277997472586767)	(16.0, 0.013365398587906772)	(17.0, 0.02276822456668564)	(18.0, 0.03753786765913796)	(19.0, 0.05833047782720914)	(20.0, 0.08793006532799776)	(21.0, 0.1261437853592214)	(22.0, 0.1705267479352874)	(23.0, 0.22327487622274275)	(24.0, 0.2915132781796005)	(25.0, 0.3855785546167437)	(26.0, 0.48872664212856864)	(27.0, 0.5975185745814944)	(28.0, 0.7339416446493726)	(29.0, 0.8860579829153715)	(30.0, 1.0538747538922695)	(31.0, 1.2171545971523128)	(32.0, 1.4080566223863358)	(33.0, 1.6211095300026481)	(34.0, 1.8330770139330488)	(35.0, 2.062282315608024)	(36.0, 2.3368688353061744)	(37.0, 2.597504854539524)	(38.0, 2.8033371273607792)	(39.0, 2.9856250200643673)	(40.0, 3.203347398883932)	(41.0, 3.514470545580454)	(42.0, 3.841388457739456)	(43.0, 4.216821465219404)	(44.0, 4.399877154875733)	(45.0, 4.436223922285479)	(46.0, 4.570357333477961)	(47.0, 4.675890606702226)	(48.0, 4.718737975372811)	(49.0, 4.710699392035566)	(50.0, 4.615597052373765)	(51.0, 4.318691881285766)	(52.0, 3.8612323670071342)	(53.0, 3.4114096263074316)	(54.0, 3.003957217135826)	(55.0, 2.6061363013091734)	(56.0, 2.1842939682223648)	(57.0, 1.7882050733598644)	(58.0, 1.4419483500840538)	(59.0, 1.1383951081805308)	(60.0, 0.9080136323244524)	(61.0, 0.7252576581193492)	(62.0, 0.58457707633297)	(63.0, 0.4774771629811846)	(64.0, 0.3963677138181224)	(65.0, 0.331528873174565)	(66.0, 0.2788858244078579)	(67.0, 0.23504497663201615)	(68.0, 0.1978569760135515)	(69.0, 0.16750809988469972)	(70.0, 0.1429983016701572)	(71.0, 0.12212031439147802)	(72.0, 0.10440545950441547)	(73.0, 0.09022091828885714)	(74.0, 0.07880725239030385)	(75.0, 0.0691924762418338)	(76.0, 0.0610207523754584)	(77.0, 0.05375295120461103)	(78.0, 0.04680277676693468)	(79.0, 0.04043173377883707)	(80.0, 0.03436577962654846)	(81.0, 0.028535657353212014)	(82.0, 0.023473332032616038)	(83.0, 0.019030140024610936)	(84.0, 0.014936815057279174)	(85.0, 0.011451876633370847)	(86.0, 0.008676822017245114)	(87.0, 0.006447464457732745)	(88.0, 0.004665888946863728)	(89.0, 0.00330224334806184)	(90.0, 0.0022771209780343264)	(91.0, 0.00162037397335741)	(92.0, 0.0011403516172117365)	(93.0, 0.0007671999100089433)	(94.0, 0.0005283828173991554)	(95.0, 0.00035703155345163267)	(96.0, 0.00021612946881185792)	(97.0, 0.00012836418727776093)	(98.0, 5.8510187689398e-05)	(99.0, 3.0449179307747936e-05)	(100.0, 1.5523111019636203e-05)
SRR10215662_2	(0.0, 0.00038927128689732074)	(1.0, 0.00029971500923689417)	(2.0, 0.000201203103810425)	(3.0, 0.0001916504341933128)	(4.0, 0.000230458154512831)	(5.0, 0.00031702922291790996)	(6.0, 0.0004113618353868926)	(7.0, 0.0005128589500687094)	(8.0, 0.0006758513754106857)	(9.0, 0.0009504906269026604)	(10.0, 0.0013433441649063982)	(11.0, 0.0017696320465700286)	(12.0, 0.0023965259901930144)	(13.0, 0.0034264231832879196)	(14.0, 0.005018136758239234)	(15.0, 0.007760349980201495)	(16.0, 0.012540864081715064)	(17.0, 0.0211072205608604)	(18.0, 0.03440274554232733)	(19.0, 0.05407169228396127)	(20.0, 0.08241326895423093)	(21.0, 0.11919104698011276)	(22.0, 0.16187118074566778)	(23.0, 0.21192896066488873)	(24.0, 0.277260862260021)	(25.0, 0.3688232005400411)	(26.0, 0.46886353310524825)	(27.0, 0.5744784454338914)	(28.0, 0.7086301671181039)	(29.0, 0.8580183968416104)	(30.0, 1.0249166699732835)	(31.0, 1.1895479751964457)	(32.0, 1.3784741074233282)	(33.0, 1.5945632557064695)	(34.0, 1.8110780948294227)	(35.0, 2.0427763052669254)	(36.0, 2.32323253551387)	(37.0, 2.5903514478497733)	(38.0, 2.8076084099936063)	(39.0, 2.9988224065937876)	(40.0, 3.2306716686196104)	(41.0, 3.5534074175500425)	(42.0, 3.8802137978210673)	(43.0, 4.221085887061438)	(44.0, 4.344947592442468)	(45.0, 4.353967103686575)	(46.0, 4.454815233876279)	(47.0, 4.50847974361781)	(48.0, 4.509553821907885)	(49.0, 4.454351332357998)	(50.0, 4.345570904134984)	(51.0, 4.102771297518696)	(52.0, 3.732004725753423)	(53.0, 3.365482524507404)	(54.0, 3.0305754804010685)	(55.0, 2.701527805021129)	(56.0, 2.3336300193502457)	(57.0, 1.9704088624987899)	(58.0, 1.6511670024808165)	(59.0, 1.3577418291449395)	(60.0, 1.1047387772938728)	(61.0, 0.8874519630574862)	(62.0, 0.71187688070422)	(63.0, 0.5720819194436985)	(64.0, 0.4651093339457232)	(65.0, 0.3816022843203329)	(66.0, 0.3160017138922193)	(67.0, 0.26253363091968934)	(68.0, 0.2187149383441448)	(69.0, 0.18351812713989502)	(70.0, 0.15455323877710878)	(71.0, 0.13085246841520246)	(72.0, 0.11206177023649175)	(73.0, 0.09644852878917297)	(74.0, 0.08396617480886272)	(75.0, 0.07384750951693665)	(76.0, 0.06474083016257341)	(77.0, 0.05692674641577568)	(78.0, 0.04988404074055973)	(79.0, 0.043221650724475064)	(80.0, 0.037130032718012844)	(81.0, 0.031077222431870152)	(82.0, 0.025736683074053378)	(83.0, 0.021102444226051842)	(84.0, 0.016810907400564203)	(85.0, 0.013184475197167997)	(86.0, 0.01015747301224558)	(87.0, 0.007906028191862455)	(88.0, 0.006005046938057135)	(89.0, 0.004455723334531756)	(90.0, 0.0033667189981809683)	(91.0, 0.00251175506744943)	(92.0, 0.0018896374586350002)	(93.0, 0.0014311093170136162)	(94.0, 0.001124229805563888)	(95.0, 0.0008704870188593461)	(96.0, 0.0006830158776235198)	(97.0, 0.0005068885315580142)	(98.0, 0.0003409108969606904)	(99.0, 0.0002185173174914408)	(100.0, 0.00011702020280962404)
SRR10215663_1	(0.0, 1.2943358940858167e-05)	(1.0, 1.869596291457291e-05)	(2.0, 3.307747284885977e-05)	(3.0, 8.341275761886376e-05)	(4.0, 0.0001481295523231546)	(5.0, 0.00020134113908001596)	(6.0, 0.00031495506756088214)	(7.0, 0.00047027537485118013)	(8.0, 0.0006593922304870523)	(9.0, 0.000946303353676075)	(10.0, 0.0013274133669346766)	(11.0, 0.0018199800821840015)	(12.0, 0.0024973492000889123)	(13.0, 0.0034587531391959887)	(14.0, 0.0052061065962118415)	(15.0, 0.008055083714194066)	(16.0, 0.012880799372644022)	(17.0, 0.022161906808736042)	(18.0, 0.03677136367548134)	(19.0, 0.057316788767603544)	(20.0, 0.08595756580173582)	(21.0, 0.1233732211222732)	(22.0, 0.16806663954505646)	(23.0, 0.22023197145419846)	(24.0, 0.2877373409347475)	(25.0, 0.38230295950765075)	(26.0, 0.4847740940914314)	(27.0, 0.5916646666780185)	(28.0, 0.7296559735729975)	(29.0, 0.8844736470910922)	(30.0, 1.0516543856241967)	(31.0, 1.217120848173134)	(32.0, 1.4091837561190448)	(33.0, 1.6213656773875262)	(34.0, 1.831336441503611)	(35.0, 2.0569046722189266)	(36.0, 2.3261926931344745)	(37.0, 2.5812343903091173)	(38.0, 2.784457349964035)	(39.0, 2.9628477564154188)	(40.0, 3.163458314790773)	(41.0, 3.451260372520225)	(42.0, 3.7578396486953785)	(43.0, 4.110947423960931)	(44.0, 4.303328163276389)	(45.0, 4.371287269395364)	(46.0, 4.517750723792632)	(47.0, 4.641946567283147)	(48.0, 4.708176296832524)	(49.0, 4.708359661084186)	(50.0, 4.6276988053912484)	(51.0, 4.3633695291010435)	(52.0, 3.940992492161502)	(53.0, 3.511000445711756)	(54.0, 3.103076107180676)	(55.0, 2.696353343804607)	(56.0, 2.2641695552408754)	(57.0, 1.8432716565980758)	(58.0, 1.4604790066771625)	(59.0, 1.1273068804825193)	(60.0, 0.8815685820843663)	(61.0, 0.6936403582445629)	(62.0, 0.5569052762423439)	(63.0, 0.45823948918717544)	(64.0, 0.3858551924614196)	(65.0, 0.32866496098123776)	(66.0, 0.2818545842961275)	(67.0, 0.24151588708144628)	(68.0, 0.20726272579545857)	(69.0, 0.1790684946447859)	(70.0, 0.154912591483661)	(71.0, 0.13393356386702004)	(72.0, 0.11659090103726352)	(73.0, 0.10222664891489783)	(74.0, 0.09011022679526115)	(75.0, 0.08020064737504079)	(76.0, 0.0712718869323388)	(77.0, 0.06290688167906085)	(78.0, 0.05544287802316597)	(79.0, 0.04900068064810217)	(80.0, 0.042736094920726816)	(81.0, 0.0370798470635718)	(82.0, 0.03152283162496335)	(83.0, 0.02639366610689995)	(84.0, 0.022058359937209178)	(85.0, 0.018084029666869006)	(86.0, 0.014679207189926591)	(87.0, 0.011733873955384645)	(88.0, 0.009306994153973739)	(89.0, 0.007392815181720158)	(90.0, 0.005790714975040602)	(91.0, 0.004362631038565917)	(92.0, 0.0033063091338925476)	(93.0, 0.002475776935187482)	(94.0, 0.001817103780197144)	(95.0, 0.0012770780821646727)	(96.0, 0.0008549807655933536)	(97.0, 0.0005105436026671833)	(98.0, 0.00028187759471202234)	(99.0, 0.00012727636291843866)	(100.0, 4.3144529802860565e-05)
SRR10215663_2	(0.0, 6.615493998927197e-05)	(1.0, 6.903124172793596e-05)	(2.0, 8.988442933324996e-05)	(3.0, 0.00013590525715187393)	(4.0, 0.00017976885866649993)	(5.0, 0.0002394521197437779)	(6.0, 0.0003724810751569878)	(7.0, 0.0005939563090341158)	(8.0, 0.0008370038059512237)	(9.0, 0.0011361391867722795)	(10.0, 0.0015201254688839232)	(11.0, 0.002061589271187421)	(12.0, 0.0028662346825786746)	(13.0, 0.0038973888558897184)	(14.0, 0.005538318997797529)	(15.0, 0.008122676109987131)	(16.0, 0.012967806388766639)	(17.0, 0.021849826157761067)	(18.0, 0.036035027257417244)	(19.0, 0.05586928497180951)	(20.0, 0.08371548117925035)	(21.0, 0.12068314927542939)	(22.0, 0.16364574927041886)	(23.0, 0.21397240079182286)	(24.0, 0.27902571721518654)	(25.0, 0.3702246164430059)	(26.0, 0.4715912423170026)	(27.0, 0.5791404787782575)	(28.0, 0.715216875883582)	(29.0, 0.8671639869074197)	(30.0, 1.0331503267176765)	(31.0, 1.1993516700828983)	(32.0, 1.3901705609539106)	(33.0, 1.6021108545673672)	(34.0, 1.8164888139043416)	(35.0, 2.0459450660308276)	(36.0, 2.3203406565221996)	(37.0, 2.5812097190120697)	(38.0, 2.7973932767654905)	(39.0, 2.983582759988123)	(40.0, 3.1994765303413732)	(41.0, 3.5079699588691726)	(42.0, 3.8222253388549503)	(43.0, 4.154108853121565)	(44.0, 4.289561811825035)	(45.0, 4.323244024260225)	(46.0, 4.448386879381452)	(47.0, 4.525526415710682)	(48.0, 4.553341691674433)	(49.0, 4.517144153368781)	(50.0, 4.418138252146792)	(51.0, 4.183384571293122)	(52.0, 3.815457400863874)	(53.0, 3.4448876282122285)	(54.0, 3.0958865232233896)	(55.0, 2.748208517034336)	(56.0, 2.3575937975659413)	(57.0, 1.9714265596609555)	(58.0, 1.6284426779094017)	(59.0, 1.3101547228860166)	(60.0, 1.0394465512236117)	(61.0, 0.815792518779446)	(62.0, 0.6438112470703787)	(63.0, 0.5148515395419437)	(64.0, 0.4219175112902753)	(65.0, 0.3510274595637277)	(66.0, 0.2955119597057739)	(67.0, 0.2508911717584446)	(68.0, 0.21512651686446177)	(69.0, 0.1846190224733221)	(70.0, 0.15866759003622616)	(71.0, 0.13730889240034197)	(72.0, 0.1194520921312812)	(73.0, 0.10495912674558798)	(74.0, 0.09276073107191396)	(75.0, 0.08210978573364117)	(76.0, 0.07282076926862578)	(77.0, 0.06457153588213743)	(78.0, 0.05725853871158422)	(79.0, 0.04986572416778307)	(80.0, 0.042621758238957794)	(81.0, 0.0364801349514755)	(82.0, 0.030577963783736967)	(83.0, 0.02506625057702208)	(84.0, 0.020426056797122387)	(85.0, 0.01630000195300888)	(86.0, 0.012823991301833437)	(87.0, 0.010016001729462709)	(88.0, 0.007629390361806256)	(89.0, 0.0057224023090720255)	(90.0, 0.00438779830233193)	(91.0, 0.0033846880709728602)	(92.0, 0.002557032245672295)	(93.0, 0.0019343129192515391)	(94.0, 0.0013899728152093774)	(95.0, 0.0009765044402764276)	(96.0, 0.0006795262857593697)	(97.0, 0.0004673990325328998)	(98.0, 0.0003250220964690318)	(99.0, 0.0002085318760531399)	(100.0, 0.00011720929585055794)
SRR10215664_1	(0.0, 5.1565397189755464e-06)	(1.0, 6.445674648719433e-06)	(2.0, 2.9650103384109395e-05)	(3.0, 5.8011071838474904e-05)	(4.0, 0.00010313079437951093)	(5.0, 0.0001637201360774736)	(6.0, 0.00021786380312671685)	(7.0, 0.0002836096845436551)	(8.0, 0.0003815839392041904)	(9.0, 0.0004898712733026769)	(10.0, 0.000568508504017054)	(11.0, 0.0006729284333263088)	(12.0, 0.0008160224105278804)	(13.0, 0.0012130759688889973)	(14.0, 0.001891160941934282)	(15.0, 0.002741989995565247)	(16.0, 0.004412708864513324)	(17.0, 0.007621365704645858)	(18.0, 0.012303503769475654)	(19.0, 0.0192841694140388)	(20.0, 0.029231134531942628)	(21.0, 0.04190848743104401)	(22.0, 0.05700425745834493)	(23.0, 0.07591973428247697)	(24.0, 0.10277370400397189)	(25.0, 0.14899563690993892)	(26.0, 0.18947705197375647)	(27.0, 0.2310168468148937)	(28.0, 0.28946493539455176)	(29.0, 0.3570968212137053)	(30.0, 0.4561436361357876)	(31.0, 0.5488827138466331)	(32.0, 0.6682256691026032)	(33.0, 0.8169815269156098)	(34.0, 0.9659926334447057)	(35.0, 1.1483717084952922)	(36.0, 1.4340620568155538)	(37.0, 1.6914056171656773)	(38.0, 1.9263788190799551)	(39.0, 2.1553330500072585)	(40.0, 2.4063972341145994)	(41.0, 2.8610480520017436)	(42.0, 3.4684458894443813)	(43.0, 4.077294003682981)	(44.0, 4.355896688159511)	(45.0, 4.522324007589447)	(46.0, 4.78777107010794)	(47.0, 4.984852729032256)	(48.0, 5.120754622460786)	(49.0, 5.117196610054693)	(50.0, 4.97280060657408)	(51.0, 4.647957941302567)	(52.0, 4.162380776450867)	(53.0, 3.7009465305634106)	(54.0, 3.3037047585025507)	(55.0, 3.0229530860981377)	(56.0, 2.738868999900337)	(57.0, 2.414744382784691)	(58.0, 2.1478934523277067)	(59.0, 1.8913027467765537)	(60.0, 1.6497536675856523)	(61.0, 1.4342837880234698)	(62.0, 1.2537262606286115)	(63.0, 1.1001709534721682)	(64.0, 0.9714701677611873)	(65.0, 0.8588861469418644)	(66.0, 0.7595376744462221)	(67.0, 0.668034877133001)	(68.0, 0.5829287673411692)	(69.0, 0.5020729354127028)	(70.0, 0.42518248252812874)	(71.0, 0.3551515166047218)	(72.0, 0.29166677785455436)	(73.0, 0.23524392024952392)	(74.0, 0.18598607458401004)	(75.0, 0.14405180445437113)	(76.0, 0.11013466445280948)	(77.0, 0.08436356807229943)	(78.0, 0.06479192156892774)	(79.0, 0.05032009284762287)	(80.0, 0.039046607887012585)	(81.0, 0.030293381714051593)	(82.0, 0.02405396865409118)	(83.0, 0.01921713439769212)	(84.0, 0.015187298607312728)	(85.0, 0.011934811179568901)	(86.0, 0.009441624225444225)	(87.0, 0.007409947576167861)	(88.0, 0.0056837959052407966)	(89.0, 0.004349541252955873)	(90.0, 0.0033246789838094837)	(91.0, 0.0025988960183636754)	(92.0, 0.0019930026013840487)	(93.0, 0.001477348629486494)	(94.0, 0.0010377536184438287)	(95.0, 0.000716759020937601)	(96.0, 0.0004602211699185675)	(97.0, 0.0002513813113000579)	(98.0, 0.00016500927100721749)	(99.0, 9.926338959027928e-05)	(100.0, 3.4806643103084944e-05)
SRR10215664_2	(0.0, 4.89871298563085e-05)	(1.0, 5.027626485252715e-05)	(2.0, 7.605896477690005e-05)	(3.0, 0.0001069982046861475)	(4.0, 0.00012504609463320855)	(5.0, 0.00017918976447439162)	(6.0, 0.00027845315918322727)	(7.0, 0.00038158395888071887)	(8.0, 0.0004911604335593036)	(9.0, 0.0005646411283437663)	(10.0, 0.0007012894379429428)	(11.0, 0.0008972379573681768)	(12.0, 0.0012092086264530886)	(13.0, 0.0016062622052884314)	(14.0, 0.0021360966887342945)	(15.0, 0.003157091605739461)	(16.0, 0.004924495685555223)	(17.0, 0.007944938981695508)	(18.0, 0.012566487943139347)	(19.0, 0.01928030300344605)	(20.0, 0.029044211464806065)	(21.0, 0.04209799243651606)	(22.0, 0.057593395091064176)	(23.0, 0.07556264780335586)	(24.0, 0.10176560573649604)	(25.0, 0.14777483375153946)	(26.0, 0.18850505395706757)	(27.0, 0.2309794738124795)	(28.0, 0.28909625771200836)	(29.0, 0.35641746548453845)	(30.0, 0.45419319840773775)	(31.0, 0.5480654305623871)	(32.0, 0.6667805832291659)	(33.0, 0.8161346073510732)	(34.0, 0.9706000517329875)	(35.0, 1.1521295962255158)	(36.0, 1.4375286147683692)	(37.0, 1.7001563527380164)	(38.0, 1.9327730279956934)	(39.0, 2.156499828319447)	(40.0, 2.420068634836334)	(41.0, 2.890854289780402)	(42.0, 3.444037586277777)	(43.0, 3.9835586300852266)	(44.0, 4.202620050857664)	(45.0, 4.299351584433927)	(46.0, 4.480133430628649)	(47.0, 4.619813785738931)	(48.0, 4.707160416542722)	(49.0, 4.722699649787141)	(50.0, 4.6953377594924)	(51.0, 4.454118686404956)	(52.0, 4.069510416823109)	(53.0, 3.7179877969192123)	(54.0, 3.4276655718258)	(55.0, 3.1738864564701976)	(56.0, 2.859729414431699)	(57.0, 2.575317873295949)	(58.0, 2.3759015807308868)	(59.0, 2.173526723349503)	(60.0, 1.9596179751569507)	(61.0, 1.729533161031847)	(62.0, 1.5056477971035587)	(63.0, 1.2980622560674588)	(64.0, 1.117698089611512)	(65.0, 0.9632236212846244)	(66.0, 0.8294139869471214)	(67.0, 0.7109979135994654)	(68.0, 0.6075886607427906)	(69.0, 0.5155212175828473)	(70.0, 0.43089208335108586)	(71.0, 0.3540789746013978)	(72.0, 0.2878393510906952)	(73.0, 0.2293783681471759)	(74.0, 0.17781683570341877)	(75.0, 0.13525088726327533)	(76.0, 0.1016250900219082)	(77.0, 0.07679506085974089)	(78.0, 0.05838879138373108)	(79.0, 0.04496631780310255)	(80.0, 0.03503997833221898)	(81.0, 0.02727036171000921)	(82.0, 0.02162137215657911)	(83.0, 0.01715194112468907)	(84.0, 0.013579748050167203)	(85.0, 0.01065212247375466)	(86.0, 0.00831492072561026)	(87.0, 0.006512710000896594)	(88.0, 0.005106263720022052)	(89.0, 0.0040543295631076375)	(90.0, 0.003141621985784837)	(91.0, 0.002377164933027181)	(92.0, 0.0018718240145094724)	(93.0, 0.0014786378406627856)	(94.0, 0.0011060778267555972)	(95.0, 0.0008430942875269936)	(96.0, 0.0006213630681773868)	(97.0, 0.0004782690835971172)	(98.0, 0.00035837952894878324)	(99.0, 0.0002423573792891052)	(100.0, 0.00013664830959917636)
SRR10215665_1	(0.0, 3.299725219507002e-06)	(1.0, 3.299725219507002e-06)	(2.0, 8.249313048767505e-06)	(3.0, 1.3198900878028009e-05)	(4.0, 2.969752697556302e-05)	(5.0, 6.681943569501679e-05)	(6.0, 0.00012621448964614284)	(7.0, 0.0001765352992436246)	(8.0, 0.0002565536358166694)	(9.0, 0.0003753437437189215)	(10.0, 0.00048588453857240603)	(11.0, 0.0006401466925843583)	(12.0, 0.0009305225119009746)	(13.0, 0.001388359386107571)	(14.0, 0.0020384052543504505)	(15.0, 0.0030580203471781142)	(16.0, 0.004933089203162968)	(17.0, 0.008363978500145374)	(18.0, 0.013741705676636911)	(19.0, 0.02187552834272167)	(20.0, 0.03337259593878894)	(21.0, 0.048651148636411234)	(22.0, 0.06725994901182097)	(23.0, 0.08942337837994464)	(24.0, 0.12032448012932284)	(25.0, 0.17180266834754668)	(26.0, 0.21839973803481483)	(27.0, 0.26814969516932186)	(28.0, 0.33574621615353256)	(29.0, 0.41226684399389996)	(30.0, 0.5210612592749605)	(31.0, 0.6255140610984546)	(32.0, 0.7558086609785178)	(33.0, 0.9128648573200877)	(34.0, 1.0736753160301518)	(35.0, 1.2676051167684075)	(36.0, 1.5620239244102248)	(37.0, 1.8291399806545359)	(38.0, 2.0599087386746726)	(39.0, 2.284337899616832)	(40.0, 2.5323501967028075)	(41.0, 2.9638338154438113)	(42.0, 3.5065206488761156)	(43.0, 4.07819061877396)	(44.0, 4.367967537963235)	(45.0, 4.4961140167254)	(46.0, 4.669082313006737)	(47.0, 4.849120270570868)	(48.0, 4.977143834568606)	(49.0, 5.049552179854163)	(50.0, 5.056612766892603)	(51.0, 4.783907801057752)	(52.0, 4.328062311021127)	(53.0, 3.917612790691871)	(54.0, 3.551793703819057)	(55.0, 3.1973702179918093)	(56.0, 2.8294112593141447)	(57.0, 2.4572303022181203)	(58.0, 2.0659777582846512)	(59.0, 1.644213480177705)	(60.0, 1.299206585195626)	(61.0, 1.0454585407468424)	(62.0, 0.8905430411414278)	(63.0, 0.803035153251407)	(64.0, 0.7508838210884037)	(65.0, 0.7075790522388986)	(66.0, 0.661126345529984)	(67.0, 0.6079100270523847)	(68.0, 0.5503842674381094)	(69.0, 0.48875859923859666)	(70.0, 0.423236780486151)	(71.0, 0.3569519002766944)	(72.0, 0.29577004511920524)	(73.0, 0.23994364399297607)	(74.0, 0.1896525319224698)	(75.0, 0.14724776312658533)	(76.0, 0.11256187655043261)	(77.0, 0.08575078421063334)	(78.0, 0.06614464188762761)	(79.0, 0.05179331197668678)	(80.0, 0.040482678855521655)	(81.0, 0.031632815816803876)	(82.0, 0.025241248066618815)	(83.0, 0.020255363259943735)	(84.0, 0.01613318152947461)	(85.0, 0.012987718463979558)	(86.0, 0.010149954775203538)	(87.0, 0.007766728235414606)	(88.0, 0.005955179089905263)	(89.0, 0.004669936116907285)	(90.0, 0.003669294444091786)	(91.0, 0.002718148649568893)	(92.0, 0.0020342805978260667)	(93.0, 0.0015417966088146467)	(94.0, 0.0010798350780836664)	(95.0, 0.0007432631056939522)	(96.0, 0.0004908341264016665)	(97.0, 0.0003118240332434117)	(98.0, 0.00017241064271924088)	(99.0, 7.671861135353779e-05)	(100.0, 2.8872595670686266e-05)
SRR10215665_2	(0.0, 8.744271543156622e-05)	(1.0, 7.589367754437823e-05)	(2.0, 7.17690211560968e-05)	(3.0, 8.661778415390994e-05)	(4.0, 0.0001163153101495362)	(5.0, 0.00018313474363969529)	(6.0, 0.0002549037647957921)	(7.0, 0.0003769935938889223)	(8.0, 0.0005172319110904908)	(9.0, 0.0006079743516326821)	(10.0, 0.0007416132186130003)	(11.0, 0.0009915673957428548)	(12.0, 0.0013165903191394309)	(13.0, 0.0017934005976247638)	(14.0, 0.0024574702761380736)	(15.0, 0.003593400645470778)	(16.0, 0.005530339285407735)	(17.0, 0.00899340078900882)	(18.0, 0.014497342273531553)	(19.0, 0.02231686585443548)	(20.0, 0.033710816661424094)	(21.0, 0.048943172703347394)	(22.0, 0.0671741539395513)	(23.0, 0.08937222969000427)	(24.0, 0.12052245966558325)	(25.0, 0.17196187441511857)	(26.0, 0.21911989583361774)	(27.0, 0.2685258549837304)	(28.0, 0.33492952310995067)	(29.0, 0.41152851689672504)	(30.0, 0.5199376856812034)	(31.0, 0.6256155070053617)	(32.0, 0.7574345755871702)	(33.0, 0.9166438373810003)	(34.0, 1.0805659315640808)	(35.0, 1.2763955426356286)	(36.0, 1.5716392718400907)	(37.0, 1.84657484285121)	(38.0, 2.0962988641545985)	(39.0, 2.3300728392045023)	(40.0, 2.6022349912601417)	(41.0, 3.0779571853902463)	(42.0, 3.6441248448025854)	(43.0, 4.19844649106778)	(44.0, 4.418348421752616)	(45.0, 4.514666572800486)	(46.0, 4.695578126646898)	(47.0, 4.833743391547716)	(48.0, 4.911646601684465)	(49.0, 4.912763558634412)	(50.0, 4.865482622455541)	(51.0, 4.587804154946215)	(52.0, 4.165976371047951)	(53.0, 3.778595242510781)	(54.0, 3.4460002749165977)	(55.0, 3.1456856931483825)	(56.0, 2.7620555271307152)	(57.0, 2.3759159201664177)	(58.0, 2.054049183838154)	(59.0, 1.7305878553501814)	(60.0, 1.4295217611880213)	(61.0, 1.1761028726920104)	(62.0, 0.9923411812812963)	(63.0, 0.8672477774062196)	(64.0, 0.7881236689785394)	(65.0, 0.729035491422575)	(66.0, 0.6750519886127476)	(67.0, 0.617754736860575)	(68.0, 0.5560564767421062)	(69.0, 0.49130184623992074)	(70.0, 0.42401797644044115)	(71.0, 0.356649138719363)	(72.0, 0.29269881621289245)	(73.0, 0.23509221523159876)	(74.0, 0.18431934495440971)	(75.0, 0.1416167773665321)	(76.0, 0.10733098360458161)	(77.0, 0.0814933110571091)	(78.0, 0.06198863592820388)	(79.0, 0.047477269822952174)	(80.0, 0.03704601381698845)	(81.0, 0.0290062335849503)	(82.0, 0.02289431774879488)	(83.0, 0.0183687447595725)	(84.0, 0.014665628254173436)	(85.0, 0.011440971889815018)	(86.0, 0.008925756424241005)	(87.0, 0.007019340241577329)	(88.0, 0.005437946982310231)	(89.0, 0.004062786542457204)	(90.0, 0.0030728690092696616)	(91.0, 0.002431072475253072)	(92.0, 0.0018923923509435179)	(93.0, 0.001495600406390845)	(94.0, 0.0011375802318880173)	(95.0, 0.0008323556591551917)	(96.0, 0.0006409716027389335)	(97.0, 0.0004900091789278334)	(98.0, 0.00031924840445298234)	(99.0, 0.000216956926023603)	(100.0, 0.00014023831720156847)
