Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR10215667_1	(1, 31.07116505726573)	(2, 31.23673287331799)	(3, 31.283122513350154)	(4, 34.39263240888525)	(5, 34.70852535007569)	(6, 34.82944536008578)	(7, 34.77037999355701)	(8, 34.75839382017448)	(9, 36.27549955911332)	(10, 36.143121796227874)	(12, 36.059736748532885)	(14, 37.06984905224236)	(16, 37.06007716170873)	(18, 37.11523426970413)	(20, 37.16249707207864)	(22, 37.121595315585076)	(24, 37.065198602245815)	(26, 36.84012206772972)	(28, 36.76100563366908)	(30, 36.65795766261008)	(32, 36.559689688830275)	(34, 36.47721125220869)	(36, 36.38745797120645)	(38, 36.292276806050346)	(40, 36.20024714792855)	(42, 36.11792053845373)	(44, 36.01217125250312)	(46, 35.850257808698856)	(48, 35.79215487443034)	(50, 35.66073904612506)	(52, 35.510716452606744)	(54, 35.321685555400435)	(56, 35.12689880286644)	(58, 34.94128464145611)	(60, 34.72052153492963)	(62, 34.44710336650946)	(64, 34.11503535970684)	(66, 33.784454791354804)	(68, 33.45195324733128)	(70, 33.05588081585182)	(72, 32.58403442760992)	(74, 32.08966411524993)	(76, 29.188454629967566)	(78, 31.109187572451514)	(80, 31.245567921606728)	(82, 31.03595034893508)	(84, 30.807891680647813)	(86, 30.559872592047263)	(88, 30.32020254977478)	(90, 30.054735353061076)	(92, 29.798893879398413)	(94, 29.395914690041486)	(96, 28.940358481972048)	(98, 28.59005283811557)	(100, 28.344313737708664)
SRR10215667_2	(1, 29.740728908729015)	(2, 29.816290494984045)	(3, 29.84801709093585)	(4, 33.51098151933303)	(5, 33.53129841747225)	(6, 33.572116471120445)	(7, 33.52927913262371)	(8, 33.51413558421149)	(9, 34.886203944714175)	(10, 34.74716221081344)	(12, 34.68997016998182)	(14, 35.67102057263626)	(16, 35.666261859861024)	(18, 35.62277863678389)	(20, 35.61551845660472)	(22, 35.52092744743381)	(24, 35.50296426358406)	(26, 35.38224492281248)	(28, 35.29067979696412)	(30, 35.22476590112745)	(32, 35.096529750863894)	(34, 34.99775504616932)	(36, 34.896060764932436)	(38, 34.8087313363893)	(40, 34.68047835759462)	(42, 34.569051849769224)	(44, 34.46664477491585)	(46, 34.34430983728569)	(48, 34.265548573194025)	(50, 32.79996662302746)	(52, 33.096601845032005)	(54, 33.78114830905785)	(56, 33.72783834647251)	(58, 33.61251712164156)	(60, 33.395041689734526)	(62, 33.05199945519077)	(64, 32.71598371109296)	(66, 32.30118945770996)	(68, 31.791909402410525)	(70, 31.220677771753405)	(72, 30.599065384584136)	(74, 29.84187078822317)	(76, 29.04841406371689)	(78, 28.36884097461686)	(80, 27.869718731819486)	(82, 27.297026178643584)	(84, 26.720154351194964)	(86, 26.079450331099615)	(88, 25.490061050994314)	(90, 24.945840891029754)	(92, 24.403921413491062)	(94, 23.885160957724437)	(96, 23.34905476548007)	(98, 22.78433211900165)	(100, 22.325787700834457)
SRR10215668_1	(1, 31.051324943813437)	(2, 31.220345736557896)	(3, 31.261889974508197)	(4, 34.352662152984365)	(5, 34.69675739002971)	(6, 34.821440041682074)	(7, 34.753555950455734)	(8, 34.73907663252369)	(9, 36.24168830420251)	(10, 36.10903008751001)	(12, 36.019753413962896)	(14, 37.01346920751061)	(16, 37.00847778741837)	(18, 37.066038675750974)	(20, 37.11057268587682)	(22, 37.08075266906248)	(24, 37.02073205957193)	(26, 36.793330263880534)	(28, 36.71833792329071)	(30, 36.612718312408575)	(32, 36.52373726818609)	(34, 36.44615416583431)	(36, 36.34746393227684)	(38, 36.25146380564884)	(40, 36.15011957320584)	(42, 36.06194476002788)	(44, 35.96271380524525)	(46, 35.805601609903704)	(48, 35.7442736001737)	(50, 35.60456018534427)	(52, 35.45556378986032)	(54, 35.26070076142386)	(56, 35.063855011620454)	(58, 34.85846249473543)	(60, 34.61689006375971)	(62, 34.33162159526399)	(64, 33.99194715282961)	(66, 33.640068160794)	(68, 33.30031329205439)	(70, 32.91331939256876)	(72, 32.47059501428555)	(74, 32.01560138097086)	(76, 29.119282212061336)	(78, 31.05737159208522)	(80, 31.176760644596772)	(82, 30.944258089935367)	(84, 30.67008559951092)	(86, 30.37103756498852)	(88, 30.11143361326638)	(90, 29.850827622965724)	(92, 29.59226895183768)	(94, 29.146444194068692)	(96, 28.622627329824066)	(98, 28.2403891218679)	(100, 27.98074404218428)
SRR10215668_2	(1, 29.626165618318772)	(2, 29.683087301255277)	(3, 29.7110952431492)	(4, 33.37612893755836)	(5, 33.41238670265202)	(6, 33.46150818710114)	(7, 33.41328959593723)	(8, 33.39150738191559)	(9, 34.735897556413306)	(10, 34.58490436380586)	(12, 34.52170622338627)	(14, 35.47224798165105)	(16, 35.46659384019372)	(18, 35.42520285963408)	(20, 35.41457657825785)	(22, 35.32093636637212)	(24, 35.306060720953326)	(26, 35.18159899179761)	(28, 35.089006220684894)	(30, 35.018596265313576)	(32, 34.89085836730849)	(34, 34.79813756907979)	(36, 34.6928925070835)	(38, 34.610659684968425)	(40, 34.47652929481659)	(42, 34.37243990547549)	(44, 34.2745705552793)	(46, 34.15446335474801)	(48, 34.071845851662374)	(50, 32.58032084084188)	(52, 32.885632371773895)	(54, 33.57156274522547)	(56, 33.51561541060258)	(58, 33.38673803744041)	(60, 33.142952553138514)	(62, 32.77093551998174)	(64, 32.4056589292133)	(66, 31.93430345507625)	(68, 31.36720063368118)	(70, 30.738060979436803)	(72, 30.05641685450614)	(74, 29.236608739585726)	(76, 28.381921507277827)	(78, 27.652022675451846)	(80, 27.103882404226546)	(82, 26.48261652523952)	(84, 25.853167089039303)	(86, 25.160794877574666)	(88, 24.516228878351008)	(90, 23.91330251857335)	(92, 23.3055273873863)	(94, 22.71235664157154)	(96, 22.093250518685096)	(98, 21.455308027752196)	(100, 20.940837173724002)
SRR10215669_1	(1, 32.03157402895322)	(2, 32.20830218878555)	(3, 32.225455049091174)	(4, 35.829631707956665)	(5, 35.896543163433805)	(6, 35.86335817394699)	(7, 35.80104330222925)	(8, 35.789517461494825)	(9, 37.407552841070974)	(10, 37.30402071410508)	(12, 37.2647641992702)	(14, 38.65737287072754)	(16, 38.68565422217869)	(18, 38.68002500208385)	(20, 38.657490044919626)	(22, 38.596187295930974)	(24, 38.557253534410194)	(26, 38.41271627381461)	(28, 38.30021843077085)	(30, 38.17945793157039)	(32, 38.067983819387166)	(34, 37.96596518009528)	(36, 37.824704454905486)	(38, 37.66991517616388)	(40, 37.5526520622392)	(42, 37.58264307287857)	(44, 37.48651169092432)	(46, 37.388917167504864)	(48, 37.182272268398435)	(50, 36.99586105131627)	(52, 36.834305118051745)	(54, 36.69336692464681)	(56, 36.5737826865635)	(58, 36.35048231933893)	(60, 36.097574009813094)	(62, 35.9509504903446)	(64, 35.6821618139262)	(66, 35.34967869991763)	(68, 35.00033616321659)	(70, 34.54513358182808)	(72, 34.11751258537072)	(74, 33.66915572967031)	(76, 31.12320362688831)	(78, 32.82590161361298)	(80, 32.807901536934324)	(82, 32.51345059003276)	(84, 32.128247773527896)	(86, 31.837179371151187)	(88, 31.686403020500787)	(90, 31.597369065741546)	(92, 31.490604413842824)	(94, 31.30322989907306)	(96, 31.09438391511142)	(98, 30.86337390252206)	(100, 30.630883986089383)
SRR10215669_2	(1, 30.951636920805193)	(2, 31.07394362016209)	(3, 31.152551198505606)	(4, 34.71309817838585)	(5, 34.76918110805847)	(6, 34.852254036247736)	(7, 34.79523126144826)	(8, 34.79822178785428)	(9, 36.36169002933578)	(10, 36.329110213389356)	(12, 36.28008058228987)	(14, 37.48943788524302)	(16, 37.46620698663009)	(18, 37.4356597161035)	(20, 37.40501142824973)	(22, 37.35730735419729)	(24, 37.3687511405063)	(26, 37.31887113255015)	(28, 37.2485702356049)	(30, 37.17181120050587)	(32, 37.07865158881647)	(34, 36.9815196922646)	(36, 36.8804214478335)	(38, 36.78077114796268)	(40, 36.69179580983672)	(42, 36.59211835048275)	(44, 36.45607583482993)	(46, 36.28909363177908)	(48, 36.193297704147895)	(50, 34.66808490169626)	(52, 35.006162130801606)	(54, 35.75759818662674)	(56, 35.75048823564613)	(58, 35.59881672969813)	(60, 35.36515069983446)	(62, 35.043935743764294)	(64, 34.66707224729703)	(66, 34.199402148738976)	(68, 33.707315807752565)	(70, 33.20428589345011)	(72, 32.64894622386893)	(74, 32.0367184101834)	(76, 31.39615668354562)	(78, 30.767419566725458)	(80, 30.177726518212154)	(82, 29.620469867624177)	(84, 29.02976163927847)	(86, 28.371797639963496)	(88, 27.704769403139416)	(90, 27.191678739024923)	(92, 26.70639040633127)	(94, 26.210103398618685)	(96, 25.678498296499324)	(98, 25.034739297612937)	(100, 24.434645717760304)
SRR10215670_1	(1, 31.95175040312684)	(2, 32.129318515552434)	(3, 32.14179601016644)	(4, 35.75966080567023)	(5, 35.839381308689575)	(6, 35.80522120122287)	(7, 35.74366005268742)	(8, 35.729708327971466)	(9, 37.3220574098431)	(10, 37.21372641566839)	(12, 37.17147237268772)	(14, 38.54148454070604)	(16, 38.574435263988235)	(18, 38.56589760959736)	(20, 38.541027839114335)	(22, 38.486410326807224)	(24, 38.44065642070522)	(26, 38.28957479653933)	(28, 38.1768898992121)	(30, 38.04284489196954)	(32, 37.939781086971465)	(34, 37.83900157343474)	(36, 37.697100698373404)	(38, 37.546393310297766)	(40, 37.432630913544216)	(42, 37.48220520131929)	(44, 37.403812977205384)	(46, 37.328564730197726)	(48, 37.126991512204214)	(50, 36.9476932351884)	(52, 36.80301104963031)	(54, 36.66770796386965)	(56, 36.54870738951084)	(58, 36.31264599604655)	(60, 36.038758214532706)	(62, 35.88297759449963)	(64, 35.596774034816434)	(66, 35.21147560979914)	(68, 34.81203998225095)	(70, 34.31416623314065)	(72, 33.866855127650254)	(74, 33.423867405315036)	(76, 30.908788593499544)	(78, 32.64506907485262)	(80, 32.67551659452363)	(82, 32.43621197538208)	(84, 32.106454534232554)	(86, 31.88256915521658)	(88, 31.770923365677938)	(90, 31.707161848351376)	(92, 31.602856389104424)	(94, 31.433349202560358)	(96, 31.26060288359203)	(98, 31.037278192367925)	(100, 30.800255052864546)
SRR10215670_2	(1, 31.074156490759155)	(2, 31.19813944003918)	(3, 31.266667202670458)	(4, 34.84368467224957)	(5, 34.916713226504264)	(6, 35.00714938260198)	(7, 34.95534287335143)	(8, 34.957448723878215)	(9, 36.52203096406038)	(10, 36.4946528862142)	(12, 36.44965525803098)	(14, 37.66343901585368)	(16, 37.644595656093465)	(18, 37.61700329388975)	(20, 37.589977550667406)	(22, 37.553990270711054)	(24, 37.56729975744071)	(26, 37.520693092737346)	(28, 37.4570731624234)	(30, 37.375958742001444)	(32, 37.298419701191364)	(34, 37.21083746506584)	(36, 37.117078429612576)	(38, 37.033136772248724)	(40, 36.955939272762066)	(42, 36.87590445331135)	(44, 36.76436587185359)	(46, 36.61696269087025)	(48, 36.534811081143225)	(50, 34.97276377277487)	(52, 35.33012583391975)	(54, 36.099298488195444)	(56, 36.08747033435023)	(58, 35.92020955287926)	(60, 35.63396323005199)	(62, 35.24460178645377)	(64, 34.79288687527202)	(66, 34.2084987677551)	(68, 33.59357415807973)	(70, 32.93346409922022)	(72, 32.19214802333444)	(74, 31.418801927838686)	(76, 30.634320902746374)	(78, 29.89020559099112)	(80, 29.20733083599501)	(82, 28.534124300656007)	(84, 27.824768900720223)	(86, 27.051667807285664)	(88, 26.270644219003593)	(90, 25.634753542747085)	(92, 25.018877365246706)	(94, 24.40662062657701)	(96, 23.75571075794319)	(98, 22.99522116739312)	(100, 22.290880148834486)
SRR10215671_1	(1, 32.57358166171372)	(2, 32.65163732045567)	(3, 32.73874188954928)	(4, 36.19192661383523)	(5, 36.21784204226515)	(6, 36.226686333993726)	(7, 36.1752534670629)	(8, 36.159786837543336)	(9, 37.92354046970448)	(10, 37.88219720983985)	(12, 37.83793162869407)	(14, 39.288129901353805)	(16, 39.255197849595504)	(18, 39.234002837625894)	(20, 39.22609916212647)	(22, 39.16540023939244)	(24, 39.08845469085355)	(26, 38.96090470736338)	(28, 38.8578862576358)	(30, 38.746599832838044)	(32, 38.59662860120522)	(34, 38.49582916460294)	(36, 38.4143034299158)	(38, 38.314777850008255)	(40, 38.19813424550107)	(42, 38.0676329763084)	(44, 37.846522319217435)	(46, 37.626731116889545)	(48, 37.4798231075615)	(50, 37.3386410558032)	(52, 37.01446305927027)	(54, 36.8446725379726)	(56, 36.72128371099554)	(58, 36.556194465081724)	(60, 36.279932567690274)	(62, 35.953674931896984)	(64, 35.531208323014695)	(66, 35.110303161631165)	(68, 34.688432619283475)	(70, 34.26850478784877)	(72, 33.812029315255074)	(74, 33.29112525796599)	(76, 29.049065110615818)	(78, 32.29943472428595)	(80, 32.525267324995866)	(82, 32.395128508337464)	(84, 32.17273417120687)	(86, 31.96051207280832)	(88, 31.762419318557043)	(90, 31.516120810632327)	(92, 31.257587584612843)	(94, 31.004398382037312)	(96, 30.78389525548952)	(98, 30.34200098027076)	(100, 29.861707549116723)
SRR10215671_2	(1, 31.96872428595014)	(2, 32.0777147102526)	(3, 32.1646925045402)	(4, 35.624450676902754)	(5, 35.679830960046225)	(6, 35.7581395699191)	(7, 35.6951818969787)	(8, 35.671503219415555)	(9, 37.42148082796764)	(10, 37.36433774971108)	(12, 37.295707848357274)	(14, 38.69952554895163)	(16, 38.66450811045072)	(18, 38.65643535372297)	(20, 38.63836207074459)	(22, 38.58147098398547)	(24, 38.50131987782731)	(26, 38.42057163199604)	(28, 38.3284041398382)	(30, 38.24294509451874)	(32, 38.13494990300479)	(34, 38.04794691059931)	(36, 37.96560423889714)	(38, 37.89080641200265)	(40, 37.79594169968631)	(42, 37.68276246491662)	(44, 37.614058713059265)	(46, 37.49083515973254)	(48, 37.37227552831435)	(50, 35.28488181030213)	(52, 35.889065275714046)	(54, 36.86797606075615)	(56, 36.90006078710583)	(58, 36.70824614082879)	(60, 36.42142445723955)	(62, 36.15470409237246)	(64, 35.82834561251444)	(66, 35.409622090143635)	(68, 34.94085517789335)	(70, 34.45209975028892)	(72, 33.91229411218425)	(74, 33.328259018491)	(76, 32.70535649867921)	(78, 32.12118930576193)	(80, 31.698289117962688)	(82, 31.24969050272412)	(84, 30.77925644914974)	(86, 30.289188893016345)	(88, 29.650742498349018)	(90, 29.129770296764075)	(92, 28.602958023774146)	(94, 28.154219198860822)	(96, 27.63694555885752)	(98, 27.00119147267624)	(100, 26.43272228413406)
SRR10215672_1	(1, 32.48165718775876)	(2, 32.59534490770937)	(3, 32.672996110011454)	(4, 36.13559323122852)	(5, 36.15188359951905)	(6, 36.16028933251994)	(7, 36.112223679303874)	(8, 36.09923354482384)	(9, 37.845777032655484)	(10, 37.79822055799039)	(12, 37.76174740694016)	(14, 39.18993149761724)	(16, 39.145283442062066)	(18, 39.128901464612234)	(20, 39.12950919778114)	(22, 39.07197186643947)	(24, 39.00954083362518)	(26, 38.8600525311511)	(28, 38.76665309403677)	(30, 38.65560736230135)	(32, 38.51383097806591)	(34, 38.425995983198675)	(36, 38.34608924597531)	(38, 38.251047689756575)	(40, 38.12652006956181)	(42, 37.98316547108775)	(44, 37.774276582297325)	(46, 37.56527391869733)	(48, 37.4124631059896)	(50, 37.27024294350265)	(52, 36.8936194785487)	(54, 36.75882673635137)	(56, 36.6297423192754)	(58, 36.458751674442624)	(60, 36.185992525312926)	(62, 35.830581100270535)	(64, 35.395964573331284)	(66, 34.95939528694248)	(68, 34.51530493288405)	(70, 34.11053649779801)	(72, 33.61807476849357)	(74, 33.027804986055024)	(76, 28.821128740932576)	(78, 31.98645200229486)	(80, 32.218158140582645)	(82, 32.08028799526991)	(84, 31.877214670811405)	(86, 31.69211336858333)	(88, 31.44946599503454)	(90, 31.161781487319786)	(92, 30.865200611430765)	(94, 30.58830761837277)	(96, 30.37985829846499)	(98, 29.895247584885688)	(100, 29.375086159134348)
SRR10215672_2	(1, 31.722805150885048)	(2, 31.85013457130724)	(3, 31.947250958672683)	(4, 35.41619339329365)	(5, 35.44930936220352)	(6, 35.53088072757745)	(7, 35.477767597997655)	(8, 35.37630089437125)	(9, 37.12771067846873)	(10, 37.08512924579099)	(12, 37.02278093815223)	(14, 38.371326638871246)	(16, 38.358755126125104)	(18, 38.33226969966906)	(20, 38.27331934966226)	(22, 38.235220174804894)	(24, 38.14261428126312)	(26, 38.052543103494116)	(28, 37.93769871544241)	(30, 37.839809399334584)	(32, 37.73258818937941)	(34, 37.67187414704894)	(36, 37.56881112889779)	(38, 37.47567724757256)	(40, 37.37569854476358)	(42, 37.271686325010066)	(44, 37.16565141489737)	(46, 37.05817970318544)	(48, 36.93934498852925)	(50, 34.916494983495724)	(52, 35.49518736210994)	(54, 36.450262030996555)	(56, 36.422982950195106)	(58, 36.28534556082617)	(60, 36.03797824412071)	(62, 35.732505807599765)	(64, 35.397985159006026)	(66, 34.95686263154499)	(68, 34.44992566919217)	(70, 33.94118165801633)	(72, 33.368442179931996)	(74, 32.77990788704571)	(76, 32.16547434447277)	(78, 31.605842098863985)	(80, 31.137601222028522)	(82, 30.681928113816372)	(84, 30.247898982148023)	(86, 29.773564966335684)	(88, 29.179135275113715)	(90, 28.63914075438271)	(92, 28.136701934679103)	(94, 27.695189630738213)	(96, 27.1969937440803)	(98, 26.55795772544139)	(100, 25.93500610402795)
SRR10215673_1	(1, 32.446992889921766)	(2, 32.563549669218226)	(3, 32.64080483102843)	(4, 36.111961865204776)	(5, 36.12773779215623)	(6, 36.1355481742454)	(7, 36.08670125825387)	(8, 36.072831040974485)	(9, 37.810889206524585)	(10, 37.76138093972344)	(12, 37.72330796104382)	(14, 39.14161201782591)	(16, 39.09390936290555)	(18, 39.07570906520979)	(20, 39.07519622638045)	(22, 39.018740892948436)	(24, 38.95345628492086)	(26, 38.79981862593724)	(28, 38.703391075800454)	(30, 38.589879094408346)	(32, 38.44474942298214)	(34, 38.353120050393755)	(36, 38.269872748163586)	(38, 38.18812696878584)	(40, 38.055010387105256)	(42, 37.917589510826346)	(44, 37.690407418164455)	(46, 37.46985960333059)	(48, 37.31076502480164)	(50, 37.16407763468247)	(52, 36.783416908644305)	(54, 36.644545700463965)	(56, 36.513492801580426)	(58, 36.3476192960774)	(60, 36.07710877718792)	(62, 35.73067365813536)	(64, 35.30621943182523)	(66, 34.87131936278686)	(68, 34.43632445836906)	(70, 34.0333599290403)	(72, 33.550570221511705)	(74, 32.98134066323856)	(76, 28.829522936613913)	(78, 32.036507579104686)	(80, 32.277094355940136)	(82, 32.146657976595925)	(84, 31.921735944265908)	(86, 31.710675015165823)	(88, 31.47482177778604)	(90, 31.198535056508227)	(92, 30.9118842726216)	(94, 30.623116711561387)	(96, 30.385527359727053)	(98, 29.89634311641821)	(100, 29.37681847119994)
SRR10215673_2	(1, 31.706100143025637)	(2, 31.835040810563697)	(3, 31.930196682082922)	(4, 35.405188850046564)	(5, 35.436111856930474)	(6, 35.51912685166918)	(7, 35.466664748312276)	(8, 35.365078926100736)	(9, 37.11435879303114)	(10, 37.068748036392606)	(12, 37.00437768844865)	(14, 38.34718537103251)	(16, 38.33385501002881)	(18, 38.30674717335705)	(20, 38.24761808684234)	(22, 38.207658679071926)	(24, 38.112322004517615)	(26, 38.019633789879286)	(28, 37.90317059194072)	(30, 37.80447631948259)	(32, 37.69556993375855)	(34, 37.634113607186265)	(36, 37.52627110199158)	(38, 37.431521018408816)	(40, 37.329423085148285)	(42, 37.22431095434847)	(44, 37.11565909021185)	(46, 37.00536533118597)	(48, 36.88305028648794)	(50, 34.861671122548586)	(52, 35.44203675044501)	(54, 36.39517352859046)	(56, 36.36682395306556)	(58, 36.227407995686164)	(60, 35.98055340642637)	(62, 35.67538189994565)	(64, 35.34275455461746)	(66, 34.90246409635543)	(68, 34.398340862314484)	(70, 33.89928199428838)	(72, 33.33195512259964)	(74, 32.75150970758233)	(76, 32.14132025627722)	(78, 31.580625378305832)	(80, 31.11012102875449)	(82, 30.65200437429587)	(84, 30.219370546124146)	(86, 29.749925576060548)	(88, 29.158913193269576)	(90, 28.622678789322812)	(92, 28.120145016395213)	(94, 27.674671395970066)	(96, 27.173797566884694)	(98, 26.52532397982548)	(100, 25.896938082462217)
SRR10215674_1	(1, 30.995582981702185)	(2, 31.153706910780535)	(3, 31.187715567931885)	(4, 34.362554667044755)	(5, 34.65939527828904)	(6, 34.77249310323592)	(7, 34.709061692708964)	(8, 34.68687197019769)	(9, 36.18176000414423)	(10, 36.03465609869959)	(12, 35.951006989274035)	(14, 36.936576488062975)	(16, 36.92469870859067)	(18, 36.97529182119562)	(20, 37.02125893675536)	(22, 36.98337034518592)	(24, 36.922209310474685)	(26, 36.69068657767858)	(28, 36.6069763502997)	(30, 36.49411089633752)	(32, 36.405458013328584)	(34, 36.3233875898785)	(36, 36.22554823532617)	(38, 36.13361321502221)	(40, 36.03989309315864)	(42, 35.9508449231594)	(44, 35.84532096908346)	(46, 35.678702076182475)	(48, 35.61152084549852)	(50, 35.46397478764698)	(52, 35.31385282491956)	(54, 35.105837361490536)	(56, 34.910842841601024)	(58, 34.71176902040824)	(60, 34.46473848213924)	(62, 34.16503927609254)	(64, 33.815279130839436)	(66, 33.45490599227773)	(68, 33.089705607884184)	(70, 32.70554201763173)	(72, 32.269262896977494)	(74, 31.822053051948373)	(76, 28.97540878238211)	(78, 30.926650334819946)	(80, 31.068241287555146)	(82, 30.77958205059941)	(84, 30.48794971964053)	(86, 30.25804478129506)	(88, 30.050373537201043)	(90, 29.812241215786578)	(92, 29.488811724934)	(94, 28.984065016389742)	(96, 28.48935159456747)	(98, 28.117253319650537)	(100, 27.851844644516575)
SRR10215674_2	(1, 29.806577576058327)	(2, 29.864659233178447)	(3, 29.877626060247422)	(4, 33.55286113435758)	(5, 33.58388255963688)	(6, 33.648479076257544)	(7, 33.6083572342686)	(8, 33.592700394342664)	(9, 34.95425347161914)	(10, 34.81289314287052)	(12, 34.76053125875396)	(14, 35.72840250647688)	(16, 35.719038353758485)	(18, 35.67080016763087)	(20, 35.66677494232714)	(22, 35.5775278101527)	(24, 35.55673795250877)	(26, 35.436761825001916)	(28, 35.349565567436116)	(30, 35.275709913593744)	(32, 35.15368006501801)	(34, 35.067802568437976)	(36, 34.967185669003484)	(38, 34.87962314889867)	(40, 34.75295073714889)	(42, 34.64395146421039)	(44, 34.548124186069195)	(46, 34.42630115104242)	(48, 34.336501427850564)	(50, 32.83423325770428)	(52, 33.15131828545154)	(54, 33.84403019379336)	(56, 33.80390638896097)	(58, 33.686095007963004)	(60, 33.45578613532382)	(62, 33.10347168321785)	(64, 32.75564512087372)	(66, 32.30897122653634)	(68, 31.775735147261486)	(70, 31.175496429075146)	(72, 30.51339502372646)	(74, 29.699331500042057)	(76, 28.841447375121845)	(78, 28.10891035140901)	(80, 27.556642967074616)	(82, 26.929754426700985)	(84, 26.287246111091136)	(86, 25.57014464537321)	(88, 24.898538760863005)	(90, 24.28341934882028)	(92, 23.664849554795406)	(94, 23.056122044613744)	(96, 22.41195664395861)	(98, 21.742147071474683)	(100, 21.210961758885794)
SRR10215675_1	(1, 31.48627087499953)	(2, 31.618032096650474)	(3, 31.723891905192957)	(4, 35.27233652189147)	(5, 35.417566430612766)	(6, 35.403701609169126)	(7, 35.31534127036434)	(8, 35.29901764574627)	(9, 36.86018203694374)	(10, 36.77000693886236)	(12, 36.717110442028485)	(14, 37.87762056634648)	(16, 37.823462103935796)	(18, 37.81740535970912)	(20, 37.833209144280005)	(22, 37.78155907089463)	(24, 37.70088506181284)	(26, 37.50909950427664)	(28, 37.37320647859044)	(30, 37.225980020468256)	(32, 37.078888435071235)	(34, 36.99473804993079)	(36, 36.89751859933057)	(38, 36.79589826019216)	(40, 36.67490136075551)	(42, 36.5297097425903)	(44, 36.30644505179919)	(46, 36.01100466043863)	(48, 35.874034833091)	(50, 35.74013338490302)	(52, 35.40612100705534)	(54, 35.20170670819074)	(56, 35.12706574787878)	(58, 34.9447879134782)	(60, 34.66371265606608)	(62, 34.311524767824224)	(64, 33.821591652443715)	(66, 33.38634449467283)	(68, 32.895979992747925)	(70, 32.477071804425705)	(72, 32.016238574501045)	(74, 31.38272471769482)	(76, 27.307376869227014)	(78, 30.336412233394174)	(80, 30.63671627017568)	(82, 30.541973488058943)	(84, 30.287305539785713)	(86, 30.019009877542924)	(88, 29.75796847286914)	(90, 29.44565813455612)	(92, 29.084414976187695)	(94, 28.73813907483131)	(96, 28.377066090683577)	(98, 27.71410839929662)	(100, 27.00732979793566)
SRR10215675_2	(1, 30.68137122668963)	(2, 30.74071285818773)	(3, 30.810199528866843)	(4, 34.39685091916522)	(5, 34.440317729046356)	(6, 34.53434314649801)	(7, 34.44553335360962)	(8, 34.383842596742696)	(9, 35.88379731198225)	(10, 35.79467146786736)	(12, 35.68165993738381)	(14, 36.79899830563673)	(16, 36.711103954464946)	(18, 36.73080835452878)	(20, 36.73510861136208)	(22, 36.68995024970148)	(24, 36.60366040255266)	(26, 36.49271309458987)	(28, 36.375771664698476)	(30, 36.2749485760742)	(32, 36.0912354105854)	(34, 35.99272142055388)	(36, 35.885640891524105)	(38, 35.78999947745697)	(40, 35.74858436662345)	(42, 35.66127737078052)	(44, 35.53067818340842)	(46, 35.384949732929414)	(48, 35.27081391615437)	(50, 33.25704917891444)	(52, 33.84536995459282)	(54, 34.78991375652768)	(56, 34.8176546453853)	(58, 34.61046482623995)	(60, 34.36753826290973)	(62, 34.04923851808377)	(64, 33.67769063762018)	(66, 33.195260365077935)	(68, 32.6872045707017)	(70, 32.08034963189128)	(72, 31.4085212818595)	(74, 30.732967304619983)	(76, 29.964106325204284)	(78, 29.28469497520081)	(80, 28.65698036442725)	(82, 28.05756506906116)	(84, 27.46561782307944)	(86, 26.822321885852947)	(88, 26.060287027941886)	(90, 25.452806818112204)	(92, 24.81742493164349)	(94, 24.249316627266804)	(96, 23.6029445373503)	(98, 22.825780766535797)	(100, 22.205011435228197)
SRR10215676_1	(1, 31.05453241835912)	(2, 31.172260827409758)	(3, 31.241029793023642)	(4, 31.332687991924683)	(5, 31.281861246926066)	(6, 34.84448881062077)	(7, 34.86362069536589)	(8, 34.80792161308098)	(9, 34.912538678213245)	(10, 34.79852972411568)	(11, 34.912144895263374)	(12, 34.805062500101336)	(13, 34.897151703833345)	(14, 34.846576038605136)	(15, 34.8124828106481)	(16, 34.82764135802655)	(17, 34.813335138451734)	(18, 34.80555914700512)	(19, 34.805213842833794)	(20, 34.783239730455215)	(21, 34.77264393252069)	(22, 34.772831663289985)	(23, 34.75942592602458)	(24, 34.72977560556202)	(25, 34.72246691433385)	(26, 34.66657025728496)	(27, 34.584345083665845)	(28, 34.54554628727371)	(29, 34.5151435150195)	(30, 34.46850510023155)	(31, 34.44136650396667)	(32, 34.389114881271)	(33, 34.815562668119)	(34, 34.82768074005092)	(35, 34.80707244218697)	(36, 34.77344463410165)	(37, 34.775959768409756)	(38, 34.746703766603694)	(39, 34.73556747122954)	(40, 34.74685367717894)	(41, 34.706543846555505)	(42, 34.53458264095314)													
